Date,Day,Treatment_ID,System_ID,Crop_ID,ETO_Ref_mm,ETC_Prime_mm,Transpiration_mm,Water_Total_L,Tank_Volume_L,Temp_C,Solar_Rad_MJ,VPD_kPa,WUE_kg_m3,pH,EC,RZT_C,RZT_Growth_Factor,RZT_Nutrient_Factor,V_Stage,Leaf_Number,Leaf_Area_m2,Avg_Leaf_Area_cm2,CO2_umol_mol,VPD_Actual_kPa,Env_Photo_Factor,Env_Transp_Factor,N-NO3_mg_L,P-PO4_mg_L,K_mg_L,Ca_mg_L,Mg_mg_L,LAI,Growth_Stage,Total_Biomass_g,Integrated_Stress,Temperature_Stress,Water_Stress,Nutrient_Stress,Nitrogen_Stress,Salinity_Stress
2025-09-07,11,T01_CO2400_EC1.5_LIGHT16_NITROGEN200_ROOTZONETEMP20_TEMPERATURE23_VARIETIESLET_PH6.0,CROPGRO_HYDRO_001,LETTUCE_ADVANCED,3.63,2.92,0.22,0.26,498.69,20.0,16.2,0.94,0.494,5.98,0.8,22.4,0.79,0.83,7.0,4,0.038,93.9,400.0,0.95,0.96,0.95,204.51,46.0,283.99,146.52,48.78,0.451,V11+,1.49,0.05,0.0,0.0,0.0,0.0,0.0
2025-09-08,12,T01_CO2400_EC1.5_LIGHT16_NITROGEN200_ROOTZONETEMP20_TEMPERATURE23_VARIETIESLET_PH6.0,CROPGRO_HYDRO_001,LETTUCE_ADVANCED,3.58,2.78,0.1,0.12,498.57,20.0,14.8,0.94,0.858,5.98,0.8,22.4,0.57,0.65,8.0,4,0.026,65.77,400.0,0.73,1.0,1.0,167.33,44.44,277.74,145.16,48.29,0.316,V11+,1.57,0.05,0.0,0.0,0.0,0.0,0.0
2025-09-09,13,T01_CO2400_EC1.5_LIGHT16_NITROGEN200_ROOTZONETEMP20_TEMPERATURE23_VARIETIESLET_PH6.0,CROPGRO_HYDRO_001,LETTUCE_ADVANCED,3.67,2.86,0.13,0.15,498.41,20.0,17.1,0.94,0.649,5.97,0.8,22.4,0.94,0.95,8.0,4,0.028,69.13,400.0,1.06,0.87,0.81,127.53,42.77,271.02,143.69,47.78,0.332,V11+,1.65,0.06,0.0,0.01,0.0,0.0,0.0
2025-09-10,14,T01_CO2400_EC1.5_LIGHT16_NITROGEN200_ROOTZONETEMP20_TEMPERATURE23_VARIETIESLET_PH6.0,CROPGRO_HYDRO_001,LETTUCE_ADVANCED,3.62,2.86,0.15,0.18,498.24,20.0,15.9,0.94,0.371,5.96,0.8,22.4,0.72,0.77,8.0,4,0.031,78.7,400.0,0.82,1.0,1.0,87.55,41.08,264.21,142.2,47.25,0.378,V11+,1.71,0.17,0.0,0.0,0.12,0.12,0.0
2025-09-11,15,T01_CO2400_EC1.5_LIGHT16_NITROGEN200_ROOTZONETEMP20_TEMPERATURE23_VARIETIESLET_PH6.0,CROPGRO_HYDRO_001,LETTUCE_ADVANCED,3.66,2.98,0.27,0.33,497.91,20.0,16.8,0.94,0.355,6.0,0.8,22.4,0.87,0.89,9.0,5,0.042,83.85,400.0,0.95,0.96,0.94,300.0,50.0,300.0,150.0,50.0,0.503,V11+,1.81,0.05,0.0,0.0,0.0,0.0,0.0
2025-09-12,16,T01_CO2400_EC1.5_LIGHT16_NITROGEN200_ROOTZONETEMP20_TEMPERATURE23_VARIETIESLET_PH6.0,CROPGRO_HYDRO_001,LETTUCE_ADVANCED,3.56,2.95,0.31,0.37,497.54,20.0,14.2,0.94,0.259,5.99,0.8,22.4,0.49,0.59,9.0,5,0.048,96.43,400.0,0.66,0.98,0.97,255.43,48.13,292.53,148.38,49.43,0.579,V11+,1.89,0.05,0.0,0.0,0.0,0.0,0.0
2025-09-13,17,T01_CO2400_EC1.5_LIGHT16_NITROGEN200_ROOTZONETEMP20_TEMPERATURE23_VARIETIESLET_PH6.0,CROPGRO_HYDRO_001,LETTUCE_ADVANCED,3.72,3.14,0.52,0.62,496.91,20.0,18.5,0.94,0.369,5.99,0.8,22.4,1.05,1.04,9.0,5,0.055,100.0,400.0,1.18,0.78,0.66,209.11,46.19,284.77,146.69,48.83,0.666,HI,2.08,0.09,0.0,0.04,0.0,0.0,0.0
2025-09-14,18,T01_CO2400_EC1.5_LIGHT16_NITROGEN200_ROOTZONETEMP20_TEMPERATURE23_VARIETIESLET_PH6.0,CROPGRO_HYDRO_001,LETTUCE_ADVANCED,3.69,3.18,0.68,0.82,496.1,20.0,17.8,0.94,0.329,5.98,0.8,22.4,1.01,1.01,10.0,6,0.066,100.0,400.0,1.06,0.87,0.8,160.4,44.15,276.58,144.9,48.2,0.791,HI,2.3,0.06,0.0,0.02,0.0,0.0,0.0
2025-09-15,19,T01_CO2400_EC1.5_LIGHT16_NITROGEN200_ROOTZONETEMP20_TEMPERATURE23_VARIETIESLET_PH6.0,CROPGRO_HYDRO_001,LETTUCE_ADVANCED,3.61,3.15,0.71,0.86,495.24,20.0,15.5,0.94,0.247,5.98,0.8,22.4,0.64,0.71,10.0,6,0.072,100.0,400.0,0.82,1.0,1.0,109.35,42.0,267.95,143.01,47.54,0.867,HI,2.48,0.05,0.0,0.0,0.0,0.0,0.0
2025-09-16,20,T01_CO2400_EC1.5_LIGHT16_NITROGEN200_ROOTZONETEMP20_TEMPERATURE23_VARIETIESLET_PH6.0,CROPGRO_HYDRO_001,LETTUCE_ADVANCED,3.63,3.21,0.9,1.07,494.17,20.0,16.2,0.94,0.125,5.97,0.8,22.4,0.79,0.83,10.0,6,0.079,100.0,400.0,0.95,0.96,0.95,56.96,39.77,258.97,141.03,46.84,0.952,HI,2.59,0.46,0.0,0.0,0.43,0.43,0.0
2025-09-17,21,T01_CO2400_EC1.5_LIGHT16_NITROGEN200_ROOTZONETEMP20_TEMPERATURE23_VARIETIESLET_PH6.0,CROPGRO_HYDRO_001,LETTUCE_ADVANCED,3.58,3.21,0.94,1.13,493.04,20.0,14.8,0.94,0.004,5.96,0.8,22.4,0.57,0.65,11.0,7,0.087,100.0,400.0,0.73,1.0,1.0,7.56,37.58,250.13,139.08,46.15,1.039,HI,2.59,0.81,0.0,0.0,0.8,0.8,0.0
2025-09-18,22,T01_CO2400_EC1.5_LIGHT16_NITROGEN200_ROOTZONETEMP20_TEMPERATURE23_VARIETIESLET_PH6.0,CROPGRO_HYDRO_001,LETTUCE_ADVANCED,3.67,3.32,1.28,1.54,491.5,20.0,17.1,0.94,0.269,6.0,0.8,22.4,0.94,0.95,11.0,7,0.094,100.0,400.0,1.06,0.87,0.81,300.0,50.0,300.0,150.0,50.0,1.132,HI,2.94,0.06,0.0,0.01,0.0,0.0,0.0
2025-09-19,23,T01_CO2400_EC1.5_LIGHT16_NITROGEN200_ROOTZONETEMP20_TEMPERATURE23_VARIETIESLET_PH6.0,CROPGRO_HYDRO_001,LETTUCE_ADVANCED,3.62,3.31,1.28,1.54,489.96,20.0,15.9,0.94,0.227,5.99,0.8,22.4,0.72,0.77,11.0,7,0.1,100.0,400.0,0.82,1.0,1.0,244.47,47.67,290.7,147.98,49.29,1.202,HI,3.23,0.05,0.0,0.0,0.0,0.0,0.0
2025-09-20,24,T01_CO2400_EC1.5_LIGHT16_NITROGEN200_ROOTZONETEMP20_TEMPERATURE23_VARIETIESLET_PH6.0,CROPGRO_HYDRO_001,LETTUCE_ADVANCED,3.66,3.38,1.57,1.89,488.08,20.0,16.8,0.94,0.236,5.99,0.8,22.4,0.87,0.89,12.0,8,0.109,100.0,400.0,0.95,0.96,0.94,186.4,45.24,280.96,145.86,48.54,1.308,HI,3.6,0.05,0.0,0.0,0.0,0.0,0.0
2025-09-21,25,T01_CO2400_EC1.5_LIGHT16_NITROGEN200_ROOTZONETEMP20_TEMPERATURE23_VARIETIESLET_PH6.0,CROPGRO_HYDRO_001,LETTUCE_ADVANCED,3.56,3.31,1.51,1.81,486.27,20.0,14.2,0.94,0.152,5.98,0.8,22.4,0.49,0.59,12.0,8,0.116,100.0,400.0,0.66,0.98,0.97,127.26,42.76,270.99,143.68,47.77,1.392,HI,3.83,0.05,0.0,0.0,0.0,0.0,0.0
2025-09-22,26,T01_CO2400_EC1.5_LIGHT16_NITROGEN200_ROOTZONETEMP20_TEMPERATURE23_VARIETIESLET_PH6.0,CROPGRO_HYDRO_001,LETTUCE_ADVANCED,3.72,3.48,2.08,2.5,483.77,20.0,18.5,0.94,0.142,5.97,0.8,22.4,1.05,1.04,12.0,8,0.121,100.0,400.0,1.18,0.78,0.66,67.59,40.23,260.83,141.44,46.98,1.454,HD,4.13,0.39,0.0,0.04,0.32,0.32,0.0
2025-09-23,27,T01_CO2400_EC1.5_LIGHT16_NITROGEN200_ROOTZONETEMP20_TEMPERATURE23_VARIETIESLET_PH6.0,CROPGRO_HYDRO_001,LETTUCE_ADVANCED,3.69,3.48,2.12,2.55,481.22,20.0,17.8,0.94,0.003,5.97,0.8,22.4,1.01,1.01,13.0,9,0.126,100.0,400.0,1.06,0.87,0.8,9.36,37.69,250.56,139.17,46.18,1.517,HD,4.13,0.81,0.0,0.02,0.8,0.8,0.0
2025-09-24,28,T01_CO2400_EC1.5_LIGHT16_NITROGEN200_ROOTZONETEMP20_TEMPERATURE23_VARIETIESLET_PH6.0,CROPGRO_HYDRO_001,LETTUCE_ADVANCED,3.61,3.42,2.01,2.41,478.82,20.0,15.5,0.94,0.004,5.96,0.8,22.4,0.64,0.71,13.0,9,0.131,100.0,400.0,0.82,1.0,1.0,0.0,35.2,240.5,136.93,45.39,1.577,HD,4.14,0.81,0.0,0.0,0.8,0.8,0.0
2025-09-25,29,T01_CO2400_EC1.5_LIGHT16_NITROGEN200_ROOTZONETEMP20_TEMPERATURE23_VARIETIESLET_PH6.0,CROPGRO_HYDRO_001,LETTUCE_ADVANCED,3.63,3.45,2.19,2.62,476.19,20.0,16.2,0.94,0.206,6.0,0.8,22.4,0.79,0.83,13.0,9,0.134,100.0,400.0,0.95,0.96,0.95,300.0,50.0,300.0,150.0,50.0,1.603,HD,4.59,0.05,0.0,0.0,0.0,0.0,0.0
2025-09-26,30,T01_CO2400_EC1.5_LIGHT16_NITROGEN200_ROOTZONETEMP20_TEMPERATURE23_VARIETIESLET_PH6.0,CROPGRO_HYDRO_001,LETTUCE_ADVANCED,3.58,3.41,2.07,2.49,473.7,20.0,14.8,0.94,0.156,5.99,0.8,22.4,0.57,0.65,14.0,10,0.138,100.0,400.0,0.73,1.0,1.0,237.4,47.38,289.51,147.72,49.2,1.656,HD,4.91,0.05,0.0,0.0,0.0,0.0,0.0
2025-09-27,31,T01_CO2400_EC1.5_LIGHT16_NITROGEN200_ROOTZONETEMP20_TEMPERATURE23_VARIETIESLET_PH6.0,CROPGRO_HYDRO_001,LETTUCE_ADVANCED,3.67,3.51,2.61,3.13,470.58,20.0,17.1,0.94,0.208,5.99,0.8,22.4,0.94,0.95,14.0,10,0.144,100.0,400.0,1.06,0.87,0.81,173.73,44.71,278.83,145.39,48.38,1.733,HD,5.46,0.06,0.0,0.01,0.0,0.0,0.0
2025-09-28,32,T01_CO2400_EC1.5_LIGHT16_NITROGEN200_ROOTZONETEMP20_TEMPERATURE23_VARIETIESLET_PH6.0,CROPGRO_HYDRO_001,LETTUCE_ADVANCED,3.62,3.48,2.41,2.89,467.69,20.0,15.9,0.94,0.18,5.98,0.8,22.4,0.72,0.77,14.0,10,0.147,100.0,400.0,0.82,1.0,1.0,108.16,41.96,267.76,142.97,47.52,1.762,HD,5.89,0.05,0.0,0.0,0.0,0.0,0.0
2025-09-29,33,T01_CO2400_EC1.5_LIGHT16_NITROGEN200_ROOTZONETEMP20_TEMPERATURE23_VARIETIESLET_PH6.0,CROPGRO_HYDRO_001,LETTUCE_ADVANCED,3.66,3.52,2.67,3.21,464.48,20.0,16.8,0.94,0.052,5.97,0.8,22.4,0.87,0.89,15.0,11,0.151,100.0,400.0,0.95,0.96,0.94,42.28,39.15,256.47,140.47,46.64,1.81,HD,6.03,0.6,0.0,0.0,0.58,0.58,0.0
2025-09-30,34,T01_CO2400_EC1.5_LIGHT16_NITROGEN200_ROOTZONETEMP20_TEMPERATURE23_VARIETIESLET_PH6.0,CROPGRO_HYDRO_001,LETTUCE_ADVANCED,3.56,3.44,2.38,2.85,461.63,20.0,14.2,0.94,0.0,5.97,0.8,22.4,0.49,0.59,15.0,11,0.154,100.0,400.0,0.66,0.98,0.97,0.0,36.35,245.15,137.96,45.75,1.846,HD,6.03,0.81,0.0,0.0,0.8,0.8,0.0
2025-10-01,35,T01_CO2400_EC1.5_LIGHT16_NITROGEN200_ROOTZONETEMP20_TEMPERATURE23_VARIETIESLET_PH6.0,CROPGRO_HYDRO_001,LETTUCE_ADVANCED,3.72,3.59,3.02,3.63,458.0,20.0,18.5,0.94,0.0,5.96,0.8,22.4,1.05,1.04,15.0,11,0.153,100.0,400.0,1.18,0.78,0.66,0.0,33.63,234.13,135.5,44.88,1.831,HD,6.03,0.82,0.0,0.04,0.8,0.8,0.0
2025-10-02,36,T01_CO2400_EC1.5_LIGHT16_NITROGEN200_ROOTZONETEMP20_TEMPERATURE23_VARIETIESLET_PH6.0,CROPGRO_HYDRO_001,LETTUCE_ADVANCED,3.69,3.57,2.94,3.52,454.48,20.0,17.8,0.94,0.214,6.0,0.8,22.4,1.01,1.01,16.0,12,0.155,100.0,400.0,1.06,0.87,0.8,300.0,50.0,300.0,150.0,50.0,1.856,HM,6.66,0.06,0.0,0.02,0.0,0.0,0.0
2025-08-28,1,T02_CO21200_EC1.5_LIGHT16_NITROGEN200_ROOTZONETEMP20_TEMPERATURE23_VARIETIESLET_PH6.0,CROPGRO_HYDRO_001,LETTUCE_ADVANCED,3.61,2.68,0.03,0.03,499.97,20.0,15.5,0.94,0.0,6.0,0.8,21.44,0.78,0.83,4.0,4,0.014,34.38,400.0,0.82,1.0,1.0,300.0,50.0,300.0,150.0,50.0,0.165,V4,0.8,0.05,0.0,0.0,0.0,0.0,0.0
2025-08-29,2,T02_CO21200_EC1.5_LIGHT16_NITROGEN200_ROOTZONETEMP20_TEMPERATURE23_VARIETIESLET_PH6.0,CROPGRO_HYDRO_001,LETTUCE_ADVANCED,3.63,2.7,0.03,0.04,499.93,20.0,16.2,0.94,1.241,5.99,0.8,22.02,0.85,0.88,4.0,4,0.014,36.04,400.0,0.95,0.96,0.95,296.23,49.84,299.37,149.86,49.95,0.173,V5,0.84,0.05,0.0,0.0,0.0,0.0,0.0
2025-08-30,3,T02_CO21200_EC1.5_LIGHT16_NITROGEN200_ROOTZONETEMP20_TEMPERATURE23_VARIETIESLET_PH6.0,CROPGRO_HYDRO_001,LETTUCE_ADVANCED,3.58,2.67,0.03,0.04,499.89,20.0,14.8,0.94,0.932,5.99,0.8,22.25,0.59,0.67,5.0,4,0.015,37.25,400.0,0.73,1.0,1.0,288.59,49.52,298.09,149.59,49.85,0.179,V6,0.87,0.05,0.0,0.0,0.0,0.0,0.0
2025-08-31,4,T02_CO21200_EC1.5_LIGHT16_NITROGEN200_ROOTZONETEMP20_TEMPERATURE23_VARIETIESLET_PH6.0,CROPGRO_HYDRO_001,LETTUCE_ADVANCED,3.67,2.75,0.05,0.06,499.83,20.0,17.1,0.94,1.026,5.98,0.8,22.34,0.95,0.96,5.0,4,0.017,41.81,400.0,1.06,0.87,0.81,277.14,49.04,296.17,149.17,49.71,0.201,V7,0.92,0.06,0.0,0.01,0.0,0.0,0.0
2025-09-01,5,T02_CO21200_EC1.5_LIGHT16_NITROGEN200_ROOTZONETEMP20_TEMPERATURE23_VARIETIESLET_PH6.0,CROPGRO_HYDRO_001,LETTUCE_ADVANCED,3.62,2.77,0.07,0.08,499.75,20.0,15.9,0.94,0.603,5.98,0.8,22.38,0.72,0.77,5.0,4,0.022,54.35,400.0,0.82,1.0,1.0,262.03,48.41,293.64,148.62,49.52,0.261,V8,0.96,0.05,0.0,0.0,0.0,0.0,0.0
2025-09-02,6,T02_CO21200_EC1.5_LIGHT16_NITROGEN200_ROOTZONETEMP20_TEMPERATURE23_VARIETIESLET_PH6.0,CROPGRO_HYDRO_001,LETTUCE_ADVANCED,3.66,2.78,0.07,0.08,499.67,20.0,16.8,0.94,1.071,5.97,0.8,22.39,0.87,0.89,6.0,4,0.021,51.43,400.0,0.95,0.96,0.94,243.27,47.62,290.49,147.94,49.28,0.247,V8,1.03,0.05,0.0,0.0,0.0,0.0,0.0
2025-09-03,7,T02_CO21200_EC1.5_LIGHT16_NITROGEN200_ROOTZONETEMP20_TEMPERATURE23_VARIETIESLET_PH6.0,CROPGRO_HYDRO_001,LETTUCE_ADVANCED,3.56,2.77,0.1,0.12,499.55,20.0,14.2,0.94,0.379,5.97,0.8,22.4,0.49,0.59,6.0,4,0.027,66.86,400.0,0.66,0.98,0.97,221.25,46.7,286.8,147.15,49.0,0.321,V9,1.07,0.05,0.0,0.0,0.0,0.0,0.0
2025-09-04,8,T02_CO21200_EC1.5_LIGHT16_NITROGEN200_ROOTZONETEMP20_TEMPERATURE23_VARIETIESLET_PH6.0,CROPGRO_HYDRO_001,LETTUCE_ADVANCED,3.72,2.97,0.21,0.25,499.3,20.0,18.5,0.94,0.497,6.0,0.8,22.4,1.05,1.04,6.0,4,0.035,86.92,400.0,1.18,0.78,0.66,300.0,50.0,300.0,150.0,50.0,0.417,V9,1.17,0.09,0.0,0.04,0.0,0.0,0.0
2025-09-05,9,T02_CO21200_EC1.5_LIGHT16_NITROGEN200_ROOTZONETEMP20_TEMPERATURE23_VARIETIESLET_PH6.0,CROPGRO_HYDRO_001,LETTUCE_ADVANCED,3.69,2.88,0.12,0.15,499.16,20.0,17.8,0.94,1.155,5.99,0.8,22.4,1.01,1.01,7.0,4,0.027,67.78,400.0,1.06,0.87,0.8,271.14,48.79,295.17,148.95,49.63,0.325,V10,1.31,0.06,0.0,0.02,0.0,0.0,0.0
2025-09-06,10,T02_CO21200_EC1.5_LIGHT16_NITROGEN200_ROOTZONETEMP20_TEMPERATURE23_VARIETIESLET_PH6.0,CROPGRO_HYDRO_001,LETTUCE_ADVANCED,3.61,2.87,0.17,0.21,498.95,20.0,15.5,0.94,0.373,5.99,0.8,22.4,0.64,0.71,7.0,4,0.034,86.08,400.0,0.82,1.0,1.0,240.89,47.52,290.1,147.85,49.24,0.413,V10,1.38,0.05,0.0,0.0,0.0,0.0,0.0
2025-09-07,11,T02_CO21200_EC1.5_LIGHT16_NITROGEN200_ROOTZONETEMP20_TEMPERATURE23_VARIETIESLET_PH6.0,CROPGRO_HYDRO_001,LETTUCE_ADVANCED,3.63,2.92,0.22,0.26,498.69,20.0,16.2,0.94,0.494,5.98,0.8,22.4,0.79,0.83,7.0,4,0.038,93.9,400.0,0.95,0.96,0.95,208.33,46.16,284.63,146.66,48.82,0.451,V11+,1.49,0.05,0.0,0.0,0.0,0.0,0.0
2025-09-08,12,T02_CO21200_EC1.5_LIGHT16_NITROGEN200_ROOTZONETEMP20_TEMPERATURE23_VARIETIESLET_PH6.0,CROPGRO_HYDRO_001,LETTUCE_ADVANCED,3.58,2.78,0.1,0.12,498.57,20.0,14.8,0.94,0.858,5.98,0.8,22.4,0.57,0.65,8.0,4,0.026,65.77,400.0,0.73,1.0,1.0,172.68,44.67,278.64,145.35,48.36,0.316,V11+,1.57,0.05,0.0,0.0,0.0,0.0,0.0
2025-09-09,13,T02_CO21200_EC1.5_LIGHT16_NITROGEN200_ROOTZONETEMP20_TEMPERATURE23_VARIETIESLET_PH6.0,CROPGRO_HYDRO_001,LETTUCE_ADVANCED,3.67,2.86,0.13,0.15,498.41,20.0,17.1,0.94,0.649,5.97,0.8,22.4,0.94,0.95,8.0,4,0.028,69.13,400.0,1.06,0.87,0.81,134.24,43.05,272.15,143.94,47.86,0.332,V11+,1.65,0.06,0.0,0.01,0.0,0.0,0.0
2025-09-10,14,T02_CO21200_EC1.5_LIGHT16_NITROGEN200_ROOTZONETEMP20_TEMPERATURE23_VARIETIESLET_PH6.0,CROPGRO_HYDRO_001,LETTUCE_ADVANCED,3.62,2.86,0.15,0.18,498.24,20.0,15.9,0.94,0.427,5.96,0.8,22.4,0.72,0.77,8.0,4,0.031,78.7,400.0,0.82,1.0,1.0,95.67,41.42,265.59,142.51,47.36,0.378,V11+,1.72,0.09,0.0,0.0,0.04,0.04,0.0
2025-09-11,15,T02_CO21200_EC1.5_LIGHT16_NITROGEN200_ROOTZONETEMP20_TEMPERATURE23_VARIETIESLET_PH6.0,CROPGRO_HYDRO_001,LETTUCE_ADVANCED,3.66,2.98,0.27,0.33,497.91,20.0,16.8,0.94,0.354,6.0,0.8,22.4,0.87,0.89,9.0,5,0.042,83.85,400.0,0.95,0.96,0.94,300.0,50.0,300.0,150.0,50.0,0.503,V11+,1.81,0.05,0.0,0.0,0.0,0.0,0.0
2025-09-12,16,T02_CO21200_EC1.5_LIGHT16_NITROGEN200_ROOTZONETEMP20_TEMPERATURE23_VARIETIESLET_PH6.0,CROPGRO_HYDRO_001,LETTUCE_ADVANCED,3.56,2.95,0.31,0.37,497.54,20.0,14.2,0.94,0.259,5.99,0.8,22.4,0.49,0.59,9.0,5,0.048,96.43,400.0,0.66,0.98,0.97,257.6,48.22,292.9,148.46,49.46,0.579,V11+,1.89,0.05,0.0,0.0,0.0,0.0,0.0
2025-09-13,17,T02_CO21200_EC1.5_LIGHT16_NITROGEN200_ROOTZONETEMP20_TEMPERATURE23_VARIETIESLET_PH6.0,CROPGRO_HYDRO_001,LETTUCE_ADVANCED,3.72,3.14,0.52,0.62,496.91,20.0,18.5,0.94,0.368,5.99,0.8,22.4,1.05,1.04,9.0,5,0.055,100.0,400.0,1.18,0.78,0.66,212.79,46.35,285.38,146.82,48.88,0.666,HI,2.08,0.09,0.0,0.04,0.0,0.0,0.0
2025-09-14,18,T02_CO21200_EC1.5_LIGHT16_NITROGEN200_ROOTZONETEMP20_TEMPERATURE23_VARIETIESLET_PH6.0,CROPGRO_HYDRO_001,LETTUCE_ADVANCED,3.69,3.18,0.68,0.82,496.1,20.0,17.8,0.94,0.329,5.98,0.8,22.4,1.01,1.01,10.0,6,0.066,100.0,400.0,1.06,0.87,0.8,165.78,44.38,277.48,145.1,48.27,0.791,HI,2.31,0.06,0.0,0.02,0.0,0.0,0.0
