Date,Day,Treatment_ID,System_ID,Crop_ID,ETO_Ref_mm,ETC_Prime_mm,Transpiration_mm,Water_Total_L,Tank_Volume_L,Temp_C,Solar_Rad_MJ,VPD_kPa,WUE_kg_m3,pH,EC,RZT_C,RZT_Growth_Factor,RZT_Nutrient_Factor,V_Stage,Leaf_Number,Leaf_Area_m2,Avg_Leaf_Area_cm2,CO2_umol_mol,VPD_Actual_kPa,Env_Photo_Factor,Env_Transp_Factor,N-NO3_mg_L,P-PO4_mg_L,K_mg_L,Ca_mg_L,Mg_mg_L,LAI,Growth_Stage,Total_Biomass_g,Integrated_Stress,Temperature_Stress,Water_Stress,Nutrient_Stress,Nitrogen_Stress,Salinity_Stress
2025-09-12,17,High_pH,CROPGRO_HYDRO_001,LETTUCE_ADVANCED,3.25,2.69,0.34,0.41,497.16,21.99,19.42,0.77,0.461,5.99,1.7,24.89,1.01,1.01,9.0,5,0.055,100.0,400.0,0.77,1.0,1.0,161.94,48.39,293.56,148.6,49.51,0.658,V9,2.22,0.05,0.0,0.0,0.0,0.0,0.0
2025-09-13,18,High_pH,CROPGRO_HYDRO_001,LETTUCE_ADVANCED,3.46,2.93,0.51,0.61,496.55,23.68,19.04,0.84,0.427,5.98,1.6,25.88,1.06,1.05,10.0,6,0.065,100.0,400.0,0.84,1.0,1.0,140.36,47.47,289.89,147.81,49.23,0.781,V10,2.44,0.07,0.02,0.0,0.0,0.0,0.0
2025-09-14,19,High_pH,CROPGRO_HYDRO_001,LETTUCE_ADVANCED,3.44,2.94,0.61,0.73,495.82,22.14,17.42,0.86,0.36,5.98,1.49,25.2,0.99,0.99,10.0,6,0.072,100.0,400.0,0.86,1.0,1.0,115.21,46.4,285.59,146.87,48.9,0.864,V10,2.66,0.05,0.0,0.0,0.0,0.0,0.0
2025-09-15,20,High_pH,CROPGRO_HYDRO_001,LETTUCE_ADVANCED,2.67,2.31,0.5,0.6,495.22,23.57,17.1,0.61,0.514,5.97,1.38,25.76,1.06,1.05,10.0,6,0.078,100.0,400.0,0.61,0.96,0.93,90.14,45.33,281.28,145.94,48.57,0.939,V10,2.92,0.16,0.02,0.0,0.1,0.1,0.0
2025-09-16,21,High_pH,CROPGRO_HYDRO_001,LETTUCE_ADVANCED,3.84,3.37,1.01,1.21,494.01,23.16,19.09,0.96,0.159,5.97,1.26,25.92,1.02,1.01,11.0,7,0.088,100.0,400.0,0.96,0.95,0.93,63.83,44.19,276.7,144.94,48.22,1.052,V11+,3.08,0.4,0.02,0.0,0.36,0.36,0.0
2025-09-17,22,High_pH,CROPGRO_HYDRO_001,LETTUCE_ADVANCED,3.38,2.99,0.93,1.12,492.9,22.14,20.66,0.8,0.294,6.0,1.88,25.5,0.94,0.96,11.0,7,0.093,100.0,400.0,0.8,1.0,1.0,200.0,50.0,300.0,150.0,50.0,1.122,V11+,3.35,0.09,0.01,0.0,0.0,0.0,0.04
2025-09-18,23,High_pH,CROPGRO_HYDRO_001,LETTUCE_ADVANCED,3.65,3.26,1.18,1.41,491.48,22.81,16.08,0.94,0.302,5.99,1.74,25.34,1.04,1.03,11.0,7,0.099,100.0,400.0,0.94,0.97,0.95,170.67,48.76,295.04,148.92,49.62,1.187,V11+,3.71,0.06,0.01,0.0,0.0,0.0,0.0
2025-09-19,24,High_pH,CROPGRO_HYDRO_001,LETTUCE_ADVANCED,3.8,3.43,1.43,1.71,489.77,24.22,17.61,0.97,0.298,5.99,1.61,26.26,1.08,1.06,12.0,8,0.108,100.0,400.0,0.97,0.95,0.92,141.18,47.51,290.03,147.84,49.24,1.291,HI,4.13,0.07,0.03,0.0,0.0,0.0,0.0
2025-09-20,25,High_pH,CROPGRO_HYDRO_001,LETTUCE_ADVANCED,4.51,4.08,1.97,2.36,487.41,22.56,19.51,1.17,0.177,5.98,1.46,25.79,0.97,0.97,12.0,8,0.112,100.0,400.0,1.17,0.79,0.68,109.33,46.15,284.6,146.65,48.82,1.35,HI,4.48,0.1,0.02,0.04,0.0,0.0,0.0
2025-09-21,26,High_pH,CROPGRO_HYDRO_001,LETTUCE_ADVANCED,3.32,3.02,1.36,1.63,485.77,21.48,16.97,0.83,0.19,5.98,1.32,24.7,0.97,0.97,12.0,8,0.117,100.0,400.0,0.83,1.0,1.0,78.25,44.82,279.24,145.49,48.41,1.407,HI,4.74,0.26,0.0,0.0,0.22,0.22,0.0
2025-09-22,27,High_pH,CROPGRO_HYDRO_001,LETTUCE_ADVANCED,3.58,3.28,1.65,1.98,483.79,19.43,19.62,0.88,0.063,5.97,1.19,23.26,0.87,0.9,13.0,9,0.124,100.0,400.0,0.88,1.0,1.0,50.0,43.58,274.28,144.4,48.03,1.494,HI,4.84,0.53,0.0,0.0,0.5,0.5,0.0
2025-09-23,28,High_pH,CROPGRO_HYDRO_001,LETTUCE_ADVANCED,3.06,2.81,1.41,1.69,482.1,21.39,13.9,0.78,0.022,5.97,1.08,23.4,1.08,1.06,13.0,9,0.127,100.0,400.0,0.78,1.0,1.0,25.55,42.47,269.82,143.43,47.68,1.53,HI,4.87,0.76,0.0,0.0,0.74,0.74,0.0
2025-09-24,29,High_pH,CROPGRO_HYDRO_001,LETTUCE_ADVANCED,2.99,2.76,1.43,1.71,480.38,21.5,16.63,0.73,0.298,6.0,1.88,23.77,1.06,1.04,13.0,9,0.132,100.0,400.0,0.73,1.0,1.0,200.0,50.0,300.0,150.0,50.0,1.583,HD,5.3,0.09,0.0,0.0,0.0,0.0,0.04
2025-09-25,30,High_pH,CROPGRO_HYDRO_001,LETTUCE_ADVANCED,3.23,3.0,1.72,2.06,478.32,21.55,16.45,0.81,0.264,5.99,1.74,23.92,1.05,1.04,14.0,10,0.139,100.0,400.0,0.81,1.0,1.0,170.47,48.75,295.0,148.92,49.62,1.662,HD,5.75,0.05,0.0,0.0,0.0,0.0,0.0
2025-09-26,31,High_pH,CROPGRO_HYDRO_001,LETTUCE_ADVANCED,2.55,2.38,1.32,1.58,476.73,19.21,15.64,0.61,0.271,5.99,1.6,22.44,0.97,0.97,14.0,10,0.144,100.0,400.0,0.61,0.95,0.93,138.69,47.4,289.61,147.74,49.21,1.724,HD,6.11,0.05,0.0,0.0,0.0,0.0,0.0
2025-09-27,32,High_pH,CROPGRO_HYDRO_001,LETTUCE_ADVANCED,2.19,2.05,1.1,1.32,475.41,21.96,18.13,0.46,0.462,5.98,1.46,23.85,1.09,1.07,14.0,10,0.148,100.0,400.0,0.46,0.88,0.8,108.29,46.11,284.42,146.61,48.81,1.77,HD,6.62,0.07,0.0,0.02,0.0,0.0,0.0
2025-09-28,33,High_pH,CROPGRO_HYDRO_001,LETTUCE_ADVANCED,2.77,2.61,1.64,1.97,473.45,20.92,16.05,0.67,0.185,5.98,1.3,23.52,1.03,1.02,15.0,11,0.154,100.0,400.0,0.67,0.98,0.98,74.06,44.64,278.52,145.33,48.35,1.844,HM,6.92,0.3,0.0,0.0,0.26,0.26,0.0
