Date,Day,Treatment_ID,System_ID,Crop_ID,ETO_Ref_mm,ETC_Prime_mm,Transpiration_mm,Water_Total_L,Tank_Volume_L,Temp_C,Solar_Rad_MJ,VPD_kPa,WUE_kg_m3,pH,EC,RZT_C,RZT_Growth_Factor,RZT_Nutrient_Factor,V_Stage,Leaf_Number,Leaf_Area_m2,Avg_Leaf_Area_cm2,CO2_umol_mol,VPD_Actual_kPa,Env_Photo_Factor,Env_Transp_Factor,N-NO3_mg_L,P-PO4_mg_L,K_mg_L,Ca_mg_L,Mg_mg_L,LAI,Growth_Stage,Total_Biomass_g,Integrated_Stress,Temperature_Stress,Water_Stress,Nutrient_Stress,Nitrogen_Stress,Salinity_Stress
2025-09-06,11,Low_Temp,CROPGRO_HYDRO_001,LETTUCE_ADVANCED,4.06,3.22,0.22,0.26,498.81,23.63,21.89,0.99,0.532,5.98,1.65,26.72,0.99,0.99,7.0,4,0.037,93.34,400.0,0.99,0.93,0.89,150.54,47.91,291.62,148.18,49.36,0.448,V7,1.53,0.08,0.03,0.0,0.0,0.0,0.0
2025-09-07,12,Low_Temp,CROPGRO_HYDRO_001,LETTUCE_ADVANCED,3.88,3.05,0.17,0.21,498.6,24.68,16.87,1.0,0.867,5.98,1.56,27.02,1.05,1.04,8.0,4,0.033,83.68,400.0,1.0,0.92,0.88,131.19,47.08,288.32,147.47,49.11,0.402,V8,1.68,0.09,0.04,0.0,0.0,0.0,0.0
2025-09-08,13,Low_Temp,CROPGRO_HYDRO_001,LETTUCE_ADVANCED,4.08,3.23,0.2,0.25,498.36,23.39,20.78,1.01,0.501,5.97,1.47,26.71,0.95,0.96,8.0,4,0.036,89.04,400.0,1.01,0.91,0.86,111.08,46.22,284.88,146.72,48.85,0.427,V8,1.78,0.09,0.03,0.0,0.0,0.0,0.0
2025-09-09,14,Low_Temp,CROPGRO_HYDRO_001,LETTUCE_ADVANCED,3.4,2.7,0.17,0.21,498.15,21.75,18.85,0.83,0.481,5.97,1.38,25.43,0.9,0.92,8.0,4,0.037,92.93,400.0,0.83,1.0,1.0,91.21,45.37,281.46,145.98,48.58,0.446,V8,1.87,0.14,0.01,0.0,0.09,0.09,0.0
2025-09-10,15,Low_Temp,CROPGRO_HYDRO_001,LETTUCE_ADVANCED,3.64,2.92,0.23,0.27,497.88,23.13,19.63,0.89,0.517,6.0,1.88,25.82,1.03,1.02,9.0,5,0.041,81.83,400.0,0.89,1.0,1.0,200.0,50.0,300.0,150.0,50.0,0.491,V9,1.98,0.1,0.02,0.0,0.0,0.0,0.04
2025-09-11,16,Low_Temp,CROPGRO_HYDRO_001,LETTUCE_ADVANCED,2.96,2.42,0.23,0.28,497.6,22.17,18.35,0.69,0.545,5.99,1.78,25.28,0.98,0.99,9.0,5,0.048,95.57,400.0,0.69,1.0,1.0,178.91,49.11,296.43,149.23,49.73,0.573,V9,2.11,0.06,0.01,0.0,0.0,0.0,0.0
2025-09-12,17,Low_Temp,CROPGRO_HYDRO_001,LETTUCE_ADVANCED,3.53,2.92,0.38,0.46,497.15,22.8,19.5,0.86,0.432,5.99,1.68,25.55,1.02,1.02,9.0,5,0.055,100.0,400.0,0.86,1.0,1.0,157.01,48.18,292.72,148.42,49.44,0.659,V9,2.27,0.06,0.01,0.0,0.0,0.0,0.0
2025-09-13,18,Low_Temp,CROPGRO_HYDRO_001,LETTUCE_ADVANCED,3.83,3.24,0.59,0.71,496.44,21.86,18.74,0.96,0.293,5.98,1.57,25.02,0.98,0.98,10.0,6,0.065,100.0,400.0,0.96,0.95,0.92,133.0,47.16,288.64,147.53,49.13,0.782,V10,2.45,0.05,0.0,0.0,0.0,0.0,0.0
2025-09-14,19,Low_Temp,CROPGRO_HYDRO_001,LETTUCE_ADVANCED,3.1,2.65,0.53,0.63,495.8,23.02,16.03,0.77,0.476,5.98,1.46,25.26,1.06,1.05,10.0,6,0.072,100.0,400.0,0.77,1.0,1.0,108.1,46.1,284.38,146.61,48.81,0.863,V10,2.7,0.06,0.01,0.0,0.0,0.0,0.0
2025-09-15,20,Low_Temp,CROPGRO_HYDRO_001,LETTUCE_ADVANCED,2.98,2.58,0.58,0.7,495.11,22.18,17.38,0.71,0.336,5.97,1.34,24.97,1.02,1.01,10.0,6,0.078,100.0,400.0,0.71,1.0,1.0,82.0,44.98,279.87,145.63,48.46,0.938,V10,2.89,0.22,0.0,0.0,0.18,0.18,0.0
2025-09-16,21,Low_Temp,CROPGRO_HYDRO_001,LETTUCE_ADVANCED,3.22,2.83,0.78,0.94,494.17,22.22,18.63,0.77,0.162,5.97,1.22,25.0,1.02,1.01,11.0,7,0.087,100.0,400.0,0.77,1.0,1.0,56.38,43.86,275.39,144.65,48.12,1.049,V11+,3.02,0.46,0.0,0.0,0.44,0.44,0.0
2025-09-17,22,Low_Temp,CROPGRO_HYDRO_001,LETTUCE_ADVANCED,2.59,2.29,0.65,0.78,493.39,21.35,17.59,0.59,0.416,6.0,1.88,24.39,0.99,1.0,11.0,7,0.093,100.0,400.0,0.59,0.95,0.91,200.0,50.0,300.0,150.0,50.0,1.12,V11+,3.29,0.09,0.0,0.0,0.0,0.0,0.04
2025-09-18,23,Low_Temp,CROPGRO_HYDRO_001,LETTUCE_ADVANCED,3.4,3.03,1.04,1.25,492.14,21.56,19.66,0.82,0.301,5.99,1.75,24.46,1.01,1.01,11.0,7,0.099,100.0,400.0,0.82,1.0,1.0,171.71,48.8,295.22,148.96,49.63,1.186,V11+,3.6,0.05,0.0,0.0,0.0,0.0,0.0
2025-09-19,24,Low_Temp,CROPGRO_HYDRO_001,LETTUCE_ADVANCED,2.79,2.52,0.92,1.1,491.05,20.73,18.92,0.64,0.324,5.99,1.61,23.92,0.97,0.98,12.0,8,0.108,100.0,400.0,0.64,0.97,0.95,141.24,47.51,290.04,147.84,49.24,1.291,V11+,3.9,0.05,0.0,0.0,0.0,0.0,0.0
2025-09-20,25,Low_Temp,CROPGRO_HYDRO_001,LETTUCE_ADVANCED,3.45,3.13,1.36,1.63,489.42,21.02,15.31,0.89,0.261,5.98,1.47,23.55,1.04,1.03,12.0,8,0.113,100.0,400.0,0.89,1.0,1.0,109.93,46.18,284.7,146.68,48.83,1.351,HI,4.25,0.05,0.0,0.0,0.0,0.0,0.0
2025-09-21,26,Low_Temp,CROPGRO_HYDRO_001,LETTUCE_ADVANCED,2.75,2.51,1.06,1.28,488.14,21.26,16.07,0.66,0.26,5.98,1.32,23.62,1.05,1.04,12.0,8,0.118,100.0,400.0,0.66,0.98,0.97,78.43,44.82,279.27,145.49,48.41,1.419,HI,4.53,0.25,0.0,0.0,0.22,0.22,0.0
2025-09-22,27,Low_Temp,CROPGRO_HYDRO_001,LETTUCE_ADVANCED,3.43,3.15,1.56,1.87,486.27,22.82,20.1,0.82,0.097,5.97,1.18,24.98,1.07,1.05,13.0,9,0.125,100.0,400.0,0.82,1.0,1.0,46.5,43.43,273.66,144.27,47.98,1.503,HI,4.68,0.56,0.0,0.0,0.54,0.54,0.0
2025-09-23,28,Low_Temp,CROPGRO_HYDRO_001,LETTUCE_ADVANCED,3.34,3.08,1.57,1.88,484.39,23.0,19.4,0.8,0.0,5.97,1.03,25.55,1.04,1.03,13.0,9,0.128,100.0,400.0,0.8,1.0,1.0,12.9,41.89,267.49,142.92,47.51,1.537,HI,4.68,0.81,0.01,0.0,0.8,0.8,0.0
2025-09-24,29,Low_Temp,CROPGRO_HYDRO_001,LETTUCE_ADVANCED,2.9,2.68,1.36,1.63,482.76,20.98,18.48,0.68,0.264,6.0,1.88,24.44,0.93,0.95,13.0,9,0.132,100.0,400.0,0.68,0.99,0.98,200.0,50.0,300.0,150.0,50.0,1.589,HI,5.04,0.09,0.0,0.0,0.0,0.0,0.04
2025-09-25,30,Low_Temp,CROPGRO_HYDRO_001,LETTUCE_ADVANCED,3.28,3.05,1.78,2.13,480.63,19.31,15.19,0.84,0.192,5.99,1.71,22.67,0.95,0.96,14.0,10,0.139,100.0,400.0,0.84,1.0,1.0,164.65,48.51,294.02,148.7,49.54,1.667,HD,5.38,0.05,0.0,0.0,0.0,0.0,0.0
2025-09-26,31,Low_Temp,CROPGRO_HYDRO_001,LETTUCE_ADVANCED,2.85,2.67,1.57,1.89,478.74,21.66,12.98,0.73,0.325,5.99,1.57,23.25,1.11,1.08,14.0,10,0.144,100.0,400.0,0.73,1.0,1.0,131.92,47.12,288.46,147.49,49.12,1.732,HD,5.89,0.05,0.0,0.0,0.0,0.0,0.0
2025-09-27,32,Low_Temp,CROPGRO_HYDRO_001,LETTUCE_ADVANCED,3.86,3.61,2.45,2.94,475.8,21.99,17.89,0.98,0.199,5.98,1.4,24.14,1.07,1.05,14.0,10,0.148,100.0,400.0,0.98,0.93,0.9,95.46,45.56,282.22,146.13,48.64,1.777,HD,6.38,0.09,0.0,0.0,0.05,0.05,0.0
2025-09-28,33,Low_Temp,CROPGRO_HYDRO_001,LETTUCE_ADVANCED,3.14,2.95,1.91,2.29,473.51,21.77,20.05,0.73,0.11,5.98,1.22,24.54,1.02,1.01,15.0,11,0.154,100.0,400.0,0.73,1.0,1.0,55.87,43.85,275.35,144.64,48.11,1.846,HD,6.59,0.47,0.0,0.0,0.44,0.44,0.0
2025-09-29,34,Low_Temp,CROPGRO_HYDRO_001,LETTUCE_ADVANCED,2.91,2.74,1.79,2.15,471.36,19.7,18.41,0.69,0.0,5.97,1.04,23.22,0.92,0.94,15.0,11,0.157,100.0,400.0,0.69,0.99,0.99,16.27,42.07,268.21,143.07,47.56,1.883,HM,6.59,0.81,0.0,0.0,0.8,0.8,0.0
