Date,Day,DAS,DAT,Treatment_ID,System_ID,Crop_ID,Location_ID,System_Type,System_Area_m2,Plant_Count,Flow_Rate_L_h,System_Description,,Temp_C,Solar_Rad_MJ,VPD_kPa,CO2_umol_mol, ,ETO_Ref_mm,ETC_Prime_mm,Transpiration_mm,Water_Total_L,Tank_Volume_L,WUE_kg_m3,  ,pH,EC,pH_Change_Uptake,pH_Drift,Acid_Dosed_mL_L,Base_Dosed_mL_L,Buffer_Capacity,   ,N-NO3_mg_L,P-PO4_mg_L,K_mg_L,Ca_mg_L,Mg_mg_L,    ,RZT_C,RZT_Growth_Factor,RZT_Nutrient_Factor,Env_Photo_Factor,Env_Transp_Factor,     ,V_Stage,Leaf_Number,Leaf_Area_m2,Avg_Leaf_Area_cm2,      ,Growth_Stage,Total_Biomass_g,LAI,Plant_Height_cm,Daily_Growth_Rate_g_day,       ,Integrated_Stress,Temperature_Stress,Water_Stress,Nutrient_Stress,Nitrogen_Stress,Salinity_Stress,        ,Shoot_Dry_Weight_g,Leaf_Dry_Weight_g,Stem_Dry_Weight_g,Shoot_Fresh_Weight_g,Leaf_Fresh_Weight_g,Stem_Fresh_Weight_g,Root_Dry_Weight_g,Root_Fresh_Weight_g,Leaf_Growth_Rate_g_day,Stem_Growth_Rate_g_day,Root_Growth_Rate_g_day,         ,Fine_Root_Length_cm,Coarse_Root_Length_cm,Root_Length_Density_cm_cm3,Root_Surface_Area_cm2,Root_Volume_cm3,          ,Jmax_25_umol_m2_s,Quantum_Efficiency,Rubisco_Limited_umol_m2_s,Light_Limited_umol_m2_s,CO2_Compensation_umol_mol,Intercellular_CO2_umol_mol,Photosynthesis_Rate,Net_Assimilation,Maintenance_Respiration,Growth_Respiration,Respiration_Rate,Maint_Resp_Leaves,Maint_Resp_Stems,Maint_Resp_Roots,Growth_Resp_Leaves,Growth_Resp_Stems,Growth_Resp_Roots,Temperature_Acclimation,Age_Factor,Light_Interception,Sunlit_LAI,Shaded_LAI,Total_Absorbed_PPFD_umol_m2_s,Canopy_Photosynthesis_umol_m2_s,Canopy_Layers,PPFD_Top_umol_m2_s,PPFD_Bottom_umol_m2_s,Light_Extinction_Coeff,N_Pool_Structural_g,N_Pool_Metabolic_g,N_Pool_Storage_g,N_Pool_Transport_g,N_Remobilization_g,N_Critical_Conc,Nitrogen_Uptake_mg,Nitrogen_Demand_mg,Leaf_Nitrogen_Conc,Root_Nitrogen_Conc,Nitrogen_Remobilization,Accumulated_GDD,Thermal_Time_Daily,Development_Rate,Is_Vegetative,Is_Reproductive,Root_Cohorts,Root_Activity_Young,Root_Activity_Old,Root_Surface_Active_cm2,Root_Turnover_Rate,Cultivar_Adaptation_Index,Cultivar_Yield_Potential,Genetic_Photosynthesis_Capacity,Genetic_EC_Tolerance,Genetic_Nitrate_Efficiency,Phosphorus_Uptake_mg,Phosphorus_Remobilization,Potassium_Remobilization,Senescence_Rate,Leaf_Senescence_Rate,Temperature_Stress_Photosynthesis,Temperature_Stress_Growth,Cold_Stress_Factor,Heat_Stress_Factor,Temperature_Stress_Factor,Controlled_Humidity_pct,VPD_Target_kPa,Environmental_Cost,Phosphate_H2PO4_mg_L,Phosphate_HPO4_mg_L,Nutrient_Precipitation_mg_L,Stress_Interaction_water_interaction,Stress_Interaction_temperature_interaction,Stress_Interaction_nutrient_interaction,Stress_Interaction_light_interaction,Stress_Interaction_salinity_interaction,Stress_Interaction_oxygen_interaction,Stress_Interaction_ph_interaction,Acclimation_water,Acclimation_temperature,Acclimation_nutrient,Acclimation_light,Acclimation_salinity,Acclimation_oxygen,Acclimation_ph,Cumulative_Damage_water,Cumulative_Damage_temperature,Cumulative_Damage_nutrient,Cumulative_Damage_light,Cumulative_Damage_salinity,Cumulative_Damage_oxygen,Cumulative_Damage_ph
2025-09-12,11,27,11,DEFAULT,CROPGRO_DEFAULT_CSV_CULTIVAR,LETTUCE_ADVANCED,HYDROPONIC_LAB,,1.0,12,50.0,,,21.5,17.2,0.79,825.6,,3.23,2.36,0.01,0.75,494.32,3.351,,6.01,5.0,-0.0,0.0,0.0,0.0,3.75,,197.33,49.29,297.77,149.2,49.74,,24.75,0.61,0.3,1.0,1.0,,3.0,3,0.011,36.65,,V9,1.35,0.132,10.9,0.05,,0.62,0.09,0.05,0.22,0.0,0.5,,1.01,0.86,0.15,15.4,11.1,2.7,0.34,2.3,0.02,0.01,0.02,,8.6,0.7,0.0,0.76,0.01,,125.0,0.24,0.1,18.03,42.75,825.6,0.09,0.04,0.04,0.01,0.05,0.04,0.0,0.0,0.0,0.0,0.0,0.94,1.18,0.08,0.11,0.02,82.84,4.14,5,774.0,645.35,0.83,0.0,0.0,0.0,0.0,0.02,0.0,0.01,10.0,3.11,1.52,0.0,363.92,15.75,20.48,True,False,57,0.95,0.75,0.72,0.02,0.8,0.85,1.0,1.8,0.85,0.0,0.0,0.0,0.17,0.0,0.0,0.0,,,,74.98,0.8,0.22,15.04,0.97,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.06,0.06,0.0,0.03,0.11,0.02,0.03,0.09,0.09,0.0,0.11,0.0,0.09,0.11
2025-09-13,12,28,12,DEFAULT,CROPGRO_DEFAULT_CSV_CULTIVAR,LETTUCE_ADVANCED,HYDROPONIC_LAB,,1.0,12,50.0,,,22.8,18.7,1.03,897.6,,4.03,2.98,0.03,0.87,493.44,2.893,,6.0,5.0,-0.0,0.0,0.0,0.0,3.75,,196.48,49.06,297.06,148.95,49.65,,25.2,0.74,0.64,0.98,0.97,,4.0,4,0.013,32.89,,V9,1.44,0.158,11.0,0.09,,0.62,0.1,0.08,0.22,0.0,0.5,,1.07,0.9,0.16,16.2,11.6,3.0,0.37,2.5,0.04,0.02,0.03,,9.4,0.7,0.001,0.8,0.01,,125.0,0.24,0.13,19.59,42.75,897.6,0.11,0.06,0.05,0.01,0.06,0.04,0.0,0.0,0.0,0.0,0.0,1.0,1.2,0.1,0.14,0.02,112.62,5.63,5,841.5,665.26,0.83,0.0,0.0,0.0,0.0,0.02,0.0,0.01,10.0,2.97,1.4,0.0,385.92,16.92,22.0,True,False,62,0.94,0.74,0.76,0.02,0.8,0.85,1.0,1.8,0.85,0.0,0.0,0.0,0.17,0.0,0.0,0.0,,,,74.87,0.8,0.19,14.96,0.97,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.06,0.06,0.0,0.04,0.12,0.02,0.04,0.1,0.1,0.0,0.11,0.0,0.1,0.12
2025-09-14,13,29,13,DEFAULT,CROPGRO_DEFAULT_CSV_CULTIVAR,LETTUCE_ADVANCED,HYDROPONIC_LAB,,1.0,12,50.0,,,23.9,19.6,1.22,940.8,,4.66,3.47,0.05,1.01,492.43,2.825,,6.01,5.0,-0.0,0.0,0.0,0.0,3.75,,195.52,48.81,296.27,148.66,49.56,,26.05,0.78,0.86,0.83,0.74,,4.0,4,0.015,38.71,,V10,1.58,0.186,11.1,0.14,,0.62,0.12,0.1,0.21,0.0,0.5,,1.15,0.96,0.19,17.4,12.3,3.4,0.42,2.8,0.06,0.03,0.05,,9.7,0.7,0.001,0.81,0.01,,125.0,0.24,0.15,20.79,42.75,940.8,0.15,0.08,0.05,0.02,0.06,0.05,0.0,0.0,0.01,0.0,0.01,1.02,1.21,0.11,0.15,0.03,128.66,6.43,5,882.0,682.08,0.83,0.0,0.0,0.0,0.0,0.02,0.0,0.01,10.0,2.78,1.24,3.13,409.2,17.91,23.28,True,False,63,0.93,0.73,0.75,0.02,0.8,0.85,1.0,1.8,0.85,0.0,0.0,2.65,0.17,0.0,0.0,0.0,,,,74.64,0.8,0.16,14.87,0.96,0.0,0.0,0.01,0.0,0.0,0.26,0.0,0.0,0.06,0.06,0.0,0.04,0.13,0.03,0.04,0.1,0.1,0.0,0.12,0.0,0.11,0.13
2025-09-15,14,30,14,DEFAULT,CROPGRO_DEFAULT_CSV_CULTIVAR,LETTUCE_ADVANCED,HYDROPONIC_LAB,,1.0,12,50.0,,,24.5,20.8,1.35,915.2,,5.14,3.85,0.07,1.13,491.3,2.464,,6.01,5.0,-0.0,0.0,0.0,0.0,3.75,,194.48,48.53,295.4,148.35,49.45,,26.75,0.76,0.77,0.72,0.58,,4.0,4,0.017,43.37,,V10,1.75,0.208,11.2,0.17,,0.63,0.12,0.15,0.21,0.0,0.5,,1.26,1.04,0.22,18.7,13.0,3.9,0.49,3.3,0.08,0.03,0.07,,10.2,0.7,0.001,0.83,0.01,,125.0,0.24,0.15,21.51,42.75,915.2,0.18,0.11,0.05,0.02,0.07,0.05,0.0,0.0,0.01,0.0,0.01,1.01,1.23,0.12,0.17,0.04,150.91,7.55,5,936.0,701.34,0.84,0.0,0.0,0.0,0.0,0.02,0.0,0.01,10.0,2.57,1.07,3.76,432.09,17.61,22.89,True,False,66,0.92,0.72,0.76,0.02,0.8,0.85,1.0,1.8,0.85,0.0,0.0,3.19,0.17,0.0,0.0,0.0,,,,74.32,0.8,0.12,15.32,0.99,0.0,0.01,0.01,0.0,0.0,0.26,0.0,0.0,0.06,0.06,0.0,0.04,0.14,0.03,0.04,0.11,0.11,0.0,0.13,0.0,0.12,0.14
2025-09-16,15,31,15,DEFAULT,CROPGRO_DEFAULT_CSV_CULTIVAR,LETTUCE_ADVANCED,HYDROPONIC_LAB,,1.0,12,50.0,,,25.3,22.1,1.48,972.4,,5.6,4.24,0.11,1.28,490.02,1.809,,6.01,5.0,-0.0,0.0,0.0,0.0,3.75,,200.0,50.0,300.0,150.0,50.0,,27.51,0.77,0.81,0.61,0.42,,5.0,5,0.02,39.55,,V11+,1.95,0.237,11.2,0.2,,0.67,0.18,0.2,0.22,0.0,0.5,,1.38,1.12,0.26,19.0,13.1,4.2,0.57,3.8,0.08,0.03,0.08,,10.4,0.6,0.001,0.82,0.01,,125.0,0.24,0.17,22.69,42.75,972.4,0.2,0.12,0.05,0.02,0.07,0.05,0.0,0.0,0.01,0.0,0.01,1.02,1.24,0.14,0.2,0.03,190.16,9.51,5,994.5,697.12,0.84,0.0,0.0,0.0,0.0,0.02,0.0,0.01,10.0,2.39,0.92,6.01,454.07,16.9,21.98,True,False,67,0.91,0.71,0.75,0.02,0.8,0.85,1.0,1.8,0.85,0.0,0.0,3.37,0.16,0.0,0.0,0.0,,,,73.89,0.8,0.08,15.22,0.99,0.0,0.02,0.01,0.0,0.0,0.26,0.0,0.0,0.06,0.06,0.0,0.04,0.15,0.03,0.04,0.11,0.11,0.0,0.14,0.0,0.13,0.15
2025-09-17,16,32,16,DEFAULT,CROPGRO_DEFAULT_CSV_CULTIVAR,LETTUCE_ADVANCED,HYDROPONIC_LAB,,1.0,12,50.0,,,24.8,20.4,1.31,816.0,,5.01,3.81,0.11,1.43,488.59,1.887,,6.01,5.0,-0.0,0.0,0.0,0.0,3.75,,198.78,49.67,298.98,149.63,49.88,,27.51,0.69,0.37,0.75,0.62,,5.0,5,0.022,44.55,,V11+,2.16,0.267,11.3,0.21,,0.65,0.18,0.14,0.22,0.0,0.5,,1.51,1.21,0.29,21.3,14.5,4.9,0.65,4.3,0.09,0.04,0.08,,10.7,0.6,0.001,0.83,0.01,,125.0,0.24,0.14,21.29,42.75,816.0,0.22,0.15,0.05,0.02,0.08,0.05,0.0,0.0,0.01,0.0,0.01,0.98,1.25,0.15,0.21,0.05,183.45,9.17,5,918.0,632.84,0.84,0.0,0.0,0.0,0.0,0.02,0.0,0.01,10.0,2.21,0.8,4.43,476.64,17.36,22.57,True,False,69,0.91,0.71,0.75,0.02,0.8,0.85,1.0,1.8,0.85,0.0,0.0,3.9,0.17,0.0,0.0,0.0,,,,73.38,0.79,0.06,15.12,0.98,0.0,0.01,0.02,0.0,0.0,0.26,0.0,0.0,0.06,0.06,0.0,0.05,0.15,0.03,0.05,0.12,0.12,0.0,0.15,0.0,0.14,0.16
2025-09-18,17,33,17,DEFAULT,CROPGRO_DEFAULT_CSV_CULTIVAR,LETTUCE_ADVANCED,HYDROPONIC_LAB,,1.0,12,50.0,,,23.6,19.3,1.11,772.0,,4.31,3.3,0.11,1.55,487.04,2.025,,6.01,5.0,-0.0,0.0,0.0,0.0,3.75,,197.54,49.34,297.95,149.26,49.76,,26.77,0.63,0.3,0.91,0.87,,5.0,5,0.024,48.76,,V11+,2.38,0.293,11.4,0.22,,0.62,0.12,0.09,0.22,0.0,0.5,,1.65,1.31,0.34,23.8,16.0,5.8,0.73,4.8,0.1,0.04,0.08,,10.9,0.6,0.001,0.82,0.01,,125.0,0.24,0.12,19.9,42.75,772.0,0.25,0.17,0.05,0.02,0.08,0.05,0.0,0.0,0.01,0.0,0.01,0.95,1.27,0.16,0.23,0.06,187.12,9.36,5,868.5,577.55,0.85,0.0,0.0,0.0,0.0,0.02,0.0,0.01,10.0,2.04,0.72,4.26,499.57,17.64,22.93,True,False,70,0.9,0.7,0.74,0.02,0.8,0.85,1.0,1.8,0.85,0.0,0.0,4.19,0.17,0.0,0.0,0.0,,,,72.79,0.79,0.09,15.02,0.98,0.0,0.0,0.01,0.0,0.0,0.26,0.0,0.0,0.06,0.06,0.0,0.05,0.15,0.03,0.05,0.13,0.12,0.0,0.16,0.0,0.15,0.17
2025-09-19,18,34,18,DEFAULT,CROPGRO_DEFAULT_CSV_CULTIVAR,LETTUCE_ADVANCED,HYDROPONIC_LAB,,1.0,12,50.0,,,22.4,18.1,0.95,724.0,,3.76,2.92,0.12,1.7,485.34,1.777,,6.01,5.0,-0.0,0.0,0.0,0.0,3.75,,196.39,49.04,296.99,148.92,49.64,,25.74,0.6,0.3,1.0,1.0,,6.0,6,0.027,45.11,,V11+,2.58,0.325,11.5,0.2,,0.62,0.1,0.07,0.22,0.0,0.5,,1.78,1.41,0.37,25.8,17.2,6.5,0.8,5.3,0.09,0.04,0.07,,11.6,0.6,0.001,0.85,0.01,,125.0,0.24,0.1,18.51,42.75,724.0,0.25,0.17,0.05,0.02,0.08,0.05,0.0,0.01,0.01,0.0,0.01,0.93,1.28,0.19,0.27,0.06,201.77,10.09,5,814.5,499.67,0.85,0.0,0.0,0.0,0.0,0.02,0.0,0.01,10.0,1.9,0.66,3.84,521.1,16.56,21.53,True,False,74,0.89,0.69,0.76,0.02,0.8,0.85,1.0,1.8,0.85,0.0,0.0,3.96,0.17,0.0,0.0,0.0,,,,72.14,0.78,0.12,14.93,0.97,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.06,0.06,0.0,0.05,0.15,0.04,0.05,0.14,0.13,0.0,0.17,0.0,0.15,0.18
2025-09-20,19,35,19,DEFAULT,CROPGRO_DEFAULT_CSV_CULTIVAR,LETTUCE_ADVANCED,HYDROPONIC_LAB,,1.0,12,50.0,,,21.9,17.6,0.87,704.0,,3.48,2.71,0.12,1.85,483.49,1.967,,6.01,5.0,-0.0,0.0,0.0,0.0,3.75,,195.27,48.74,296.06,148.58,49.53,,25.04,0.63,0.3,1.0,1.0,,6.0,6,0.03,49.65,,V11+,2.81,0.357,11.6,0.23,,0.62,0.1,0.06,0.21,0.0,0.5,,1.93,1.51,0.42,28.1,18.6,7.3,0.88,5.8,0.11,0.04,0.08,,12.4,0.6,0.001,0.9,0.01,,125.0,0.24,0.09,17.95,42.75,704.0,0.26,0.18,0.06,0.03,0.08,0.05,0.0,0.01,0.01,0.0,0.01,0.94,1.3,0.2,0.28,0.08,200.72,10.04,5,792.0,480.37,0.85,0.0,0.0,0.0,0.0,0.02,0.0,0.01,10.0,1.77,0.6,3.72,542.04,16.11,20.94,True,False,79,0.89,0.69,0.8,0.02,0.8,0.85,1.0,1.8,0.85,0.0,0.0,4.36,0.17,0.0,0.0,0.0,,,,71.44,0.78,0.15,14.84,0.97,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.06,0.06,0.0,0.06,0.15,0.04,0.06,0.15,0.14,0.0,0.18,0.0,0.16,0.19
2025-09-21,20,36,20,DEFAULT,CROPGRO_DEFAULT_CSV_CULTIVAR,LETTUCE_ADVANCED,HYDROPONIC_LAB,,1.0,12,50.0,,,22.7,18.6,0.99,744.0,,3.92,3.07,0.16,2.0,481.49,2.006,,6.02,5.0,-0.0,0.0,0.0,0.0,3.75,,194.15,48.44,295.12,148.25,49.42,,25.26,0.72,0.49,1.0,1.0,,6.0,6,0.032,53.02,,V11+,3.13,0.382,11.7,0.32,,0.62,0.1,0.07,0.21,0.0,0.5,,2.14,1.66,0.48,31.0,20.3,8.3,0.99,6.6,0.15,0.06,0.11,,13.2,0.6,0.001,0.96,0.01,,125.0,0.24,0.1,18.94,42.75,744.0,0.31,0.21,0.06,0.04,0.1,0.05,0.0,0.01,0.02,0.01,0.01,0.98,1.32,0.21,0.29,0.09,223.33,11.17,5,837.0,490.18,0.85,0.0,0.0,0.0,0.0,0.02,0.0,0.01,10.0,1.61,0.53,6.31,563.92,16.83,21.88,True,False,84,0.88,0.68,0.84,0.02,0.8,0.85,1.0,1.8,0.85,0.0,0.0,7.47,0.17,0.0,0.0,0.0,,,,70.71,0.77,0.17,14.73,0.96,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.06,0.06,0.0,0.06,0.15,0.04,0.06,0.15,0.15,0.0,0.19,0.0,0.17,0.2
2025-09-22,21,37,21,DEFAULT,CROPGRO_DEFAULT_CSV_CULTIVAR,LETTUCE_ADVANCED,HYDROPONIC_LAB,,1.0,12,50.0,,,23.4,19.5,1.15,780.0,,4.46,3.52,0.22,2.23,479.27,1.709,,6.02,5.0,-0.0,0.0,0.0,0.0,3.75,,192.94,48.12,294.11,147.88,49.3,,25.78,0.74,0.65,0.88,0.82,,7.0,7,0.034,49.15,,HI,3.51,0.413,11.7,0.38,,0.62,0.1,0.09,0.21,0.0,0.5,,2.39,1.78,0.61,33.0,20.7,10.1,1.12,7.4,0.12,0.13,0.13,,11.7,0.6,0.001,0.92,0.01,,125.0,0.24,0.11,19.84,42.75,780.0,0.35,0.25,0.06,0.04,0.11,0.06,0.0,0.01,0.01,0.01,0.01,1.0,1.33,0.22,0.31,0.1,248.73,12.44,5,877.5,491.53,0.86,0.0,0.0,0.0,0.0,0.02,0.0,0.01,10.0,1.51,0.47,5.53,586.62,17.46,22.7,False,False,82,0.88,0.68,0.81,0.02,0.8,0.85,1.0,1.8,0.85,0.0,0.0,5.19,0.17,0.0,0.0,0.0,,,,69.96,0.76,0.18,15.31,1.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.06,0.06,0.0,0.06,0.15,0.04,0.06,0.16,0.15,0.0,0.2,0.0,0.18,0.21
2025-09-23,22,38,22,DEFAULT,CROPGRO_DEFAULT_CSV_CULTIVAR,LETTUCE_ADVANCED,HYDROPONIC_LAB,,1.0,12,50.0,,,24.1,20.1,1.29,723.6,,4.92,3.91,0.3,2.46,476.8,1.454,,6.02,5.0,-0.0,0.0,0.0,0.0,3.75,,200.0,50.0,300.0,150.0,50.0,,26.42,0.75,0.71,0.77,0.65,,7.0,7,0.037,52.88,,HI,3.94,0.444,11.7,0.43,,0.63,0.1,0.12,0.22,0.0,0.5,,2.66,1.91,0.76,36.3,21.9,12.3,1.28,8.5,0.13,0.14,0.16,,12.3,0.6,0.001,0.94,0.01,,125.0,0.24,0.11,20.28,42.75,723.6,0.39,0.28,0.07,0.05,0.12,0.06,0.0,0.01,0.01,0.02,0.02,1.01,1.34,0.24,0.33,0.11,270.98,13.55,5,904.5,484.35,0.86,0.0,0.0,0.0,0.0,0.02,0.0,0.01,10.0,1.4,0.41,8.37,609.92,17.93,23.3,False,False,85,0.88,0.68,0.82,0.02,0.8,0.85,1.0,1.8,0.85,0.0,0.0,7.67,0.17,0.0,0.0,0.0,,,,69.21,0.75,0.21,15.2,1.0,0.0,0.01,0.0,0.0,0.0,0.13,0.0,0.0,0.06,0.06,0.0,0.06,0.15,0.04,0.06,0.17,0.16,0.0,0.21,0.0,0.19,0.22
2025-09-24,23,39,23,DEFAULT,CROPGRO_DEFAULT_CSV_CULTIVAR,LETTUCE_ADVANCED,HYDROPONIC_LAB,,1.0,12,50.0,,,24.9,21.0,1.42,756.0,,5.35,4.27,0.37,2.67,474.14,1.312,,6.02,5.0,-0.0,0.0,0.0,0.0,3.75,,198.71,49.66,298.92,149.61,49.87,,27.16,0.76,0.76,0.67,0.5,,7.0,7,0.039,55.51,,HI,4.43,0.466,11.7,0.49,,0.65,0.12,0.16,0.21,0.0,0.5,,2.95,2.04,0.91,39.6,23.1,14.5,1.47,9.8,0.14,0.15,0.2,,12.4,0.6,0.001,0.94,0.01,,125.0,0.24,0.13,21.28,42.75,756.0,0.43,0.3,0.07,0.05,0.13,0.06,0.0,0.01,0.02,0.02,0.02,1.02,1.36,0.25,0.34,0.12,293.4,14.67,5,945.0,489.9,0.86,0.0,0.0,0.0,0.0,0.02,0.0,0.01,10.0,1.31,0.36,9.11,632.37,17.27,22.45,False,False,86,0.87,0.67,0.82,0.02,0.8,0.85,1.0,1.8,0.85,0.0,0.0,8.48,0.17,0.0,0.0,0.0,,,,68.48,0.74,0.22,15.09,0.99,0.0,0.01,0.01,0.0,0.0,0.13,0.0,0.0,0.06,0.06,0.0,0.06,0.15,0.05,0.06,0.17,0.17,0.0,0.22,0.0,0.2,0.23
2025-09-25,24,40,24,DEFAULT,CROPGRO_DEFAULT_CSV_CULTIVAR,LETTUCE_ADVANCED,HYDROPONIC_LAB,,1.0,12,50.0,,,25.6,22.5,1.54,810.0,,5.8,4.67,0.45,2.89,471.24,1.068,,6.0,5.0,-0.0,0.0,0.0,0.0,3.75,,197.33,49.29,297.77,149.2,49.74,,27.88,0.76,0.75,0.57,0.35,,8.0,8,0.041,51.47,,HI,4.91,0.494,11.7,0.48,,0.68,0.19,0.2,0.21,0.0,0.5,,3.22,2.17,1.05,42.4,24.1,16.5,1.68,11.2,0.13,0.14,0.21,,12.5,0.6,0.001,0.95,0.01,,125.0,0.24,0.15,22.47,42.75,810.0,0.43,0.3,0.08,0.05,0.13,0.06,0.0,0.01,0.01,0.02,0.02,1.02,1.38,0.26,0.36,0.13,327.9,16.39,5,1012.5,504.12,0.87,0.0,0.0,0.0,0.0,0.02,0.0,0.01,10.0,1.23,0.31,9.03,653.97,16.61,21.6,False,False,87,0.86,0.66,0.81,0.02,0.8,0.85,1.0,1.8,0.85,0.01,0.0,8.28,0.17,0.0,0.0,0.0,,,,67.79,0.73,0.23,14.97,0.99,0.0,0.02,0.01,0.0,0.0,0.13,0.0,0.0,0.06,0.06,0.0,0.06,0.15,0.05,0.06,0.18,0.17,0.0,0.23,0.0,0.2,0.24
2025-09-26,25,41,25,DEFAULT,CROPGRO_DEFAULT_CSV_CULTIVAR,LETTUCE_ADVANCED,HYDROPONIC_LAB,,1.0,12,50.0,,,25.0,21.2,1.39,763.2,,5.29,4.28,0.46,3.07,468.18,1.024,,6.02,5.0,-0.0,0.0,0.0,0.0,3.75,,195.86,48.9,296.54,148.76,49.59,,27.77,0.69,0.31,0.68,0.53,,8.0,8,0.043,54.36,,HI,5.37,0.522,11.7,0.47,,0.66,0.17,0.15,0.21,0.0,0.5,,3.51,2.3,1.2,47.0,26.1,19.2,1.87,12.4,0.13,0.15,0.18,,12.5,0.6,0.001,0.95,0.01,,125.0,0.24,0.13,21.45,42.75,763.2,0.46,0.33,0.08,0.05,0.13,0.06,0.0,0.01,0.01,0.02,0.02,0.98,1.39,0.27,0.38,0.14,321.24,16.06,5,954.0,456.19,0.87,0.0,0.0,0.0,0.0,0.02,0.0,0.01,10.0,1.16,0.28,8.91,676.3,17.18,22.34,False,False,88,0.85,0.65,0.8,0.02,0.8,0.85,1.0,1.8,0.85,0.0,0.0,8.17,0.17,0.0,0.0,0.0,,,,67.14,0.71,0.23,14.85,0.98,0.0,0.01,0.01,0.0,0.0,0.13,0.0,0.0,0.06,0.06,0.0,0.06,0.15,0.05,0.06,0.18,0.18,0.0,0.24,0.0,0.21,0.25
2025-09-27,26,42,26,DEFAULT,CROPGRO_DEFAULT_CSV_CULTIVAR,LETTUCE_ADVANCED,HYDROPONIC_LAB,,1.0,12,50.0,,,24.3,20.3,1.25,730.8,,4.79,3.89,0.42,3.18,465.0,1.168,,6.02,5.0,-0.0,0.0,0.0,0.0,3.75,,194.41,48.51,295.33,148.32,49.44,,27.28,0.65,0.3,0.8,0.71,,8.0,8,0.045,56.38,,HI,5.86,0.541,11.7,0.49,,0.63,0.1,0.09,0.2,0.0,0.5,,3.82,2.45,1.37,52.5,28.4,22.4,2.04,13.6,0.15,0.17,0.17,,13.0,0.6,0.001,0.96,0.01,,125.0,0.24,0.12,20.52,42.75,730.8,0.5,0.37,0.08,0.06,0.14,0.06,0.0,0.02,0.02,0.02,0.02,0.96,1.4,0.28,0.39,0.15,315.48,15.77,5,913.5,424.29,0.87,0.0,0.0,0.0,0.0,0.02,0.0,0.01,10.0,1.09,0.26,9.22,699.41,17.77,23.1,False,False,91,0.84,0.64,0.81,0.02,0.8,0.85,1.0,1.8,0.85,0.0,0.0,8.78,0.17,0.0,0.0,0.0,,,,66.56,0.7,0.22,14.73,0.97,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.06,0.06,0.0,0.06,0.15,0.05,0.06,0.19,0.18,0.0,0.25,0.0,0.22,0.26
2025-09-28,27,43,27,DEFAULT,CROPGRO_DEFAULT_CSV_CULTIVAR,LETTUCE_ADVANCED,HYDROPONIC_LAB,,1.0,12,50.0,,,23.5,19.2,1.1,691.2,,4.29,3.5,0.39,3.32,461.68,1.226,,6.02,5.0,-0.0,0.0,0.0,0.0,3.75,,192.99,48.13,294.15,147.9,49.3,,26.58,0.64,0.3,0.92,0.88,,9.0,9,0.047,52.61,,HI,6.35,0.568,11.7,0.48,,0.62,0.06,0.06,0.2,0.0,0.5,,4.14,2.6,1.54,57.5,30.5,25.5,2.21,14.7,0.15,0.17,0.17,,13.5,0.6,0.001,0.98,0.01,,125.0,0.24,0.1,19.44,42.75,691.2,0.51,0.37,0.08,0.05,0.14,0.06,0.01,0.02,0.02,0.02,0.02,0.95,1.42,0.29,0.4,0.16,308.57,15.43,5,864.0,385.76,0.87,0.0,0.0,0.0,0.0,0.02,0.0,0.01,10.0,1.03,0.24,8.91,722.22,17.55,22.82,False,False,94,0.83,0.63,0.81,0.02,0.8,0.85,1.0,1.8,0.85,0.0,0.0,8.66,0.17,0.0,0.0,0.0,,,,66.06,0.69,0.2,14.61,0.97,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.06,0.06,0.0,0.06,0.15,0.05,0.06,0.2,0.19,0.0,0.26,0.0,0.23,0.27
