Date,Day,Treatment_ID,System_ID,Crop_ID,ETO_Ref_mm,ETC_Prime_mm,Transpiration_mm,Water_Total_L,Tank_Volume_L,Temp_C,Solar_Rad_MJ,VPD_kPa,WUE_kg_m3,pH,EC,RZT_C,RZT_Growth_Factor,RZT_Nutrient_Factor,V_Stage,Leaf_Number,Leaf_Area_m2,Avg_Leaf_Area_cm2,CO2_umol_mol,VPD_Actual_kPa,Env_Photo_Factor,Env_Transp_Factor,N-NO3_mg_L,P-PO4_mg_L,K_mg_L,Ca_mg_L,Mg_mg_L,LAI,Growth_Stage,Total_Biomass_g,Integrated_Stress,Temperature_Stress,Water_Stress,Nutrient_Stress,Nitrogen_Stress,Salinity_Stress
2025-09-06,11,Med_Light,CROPGRO_HYDRO_001,LETTUCE_ADVANCED,4.03,3.2,0.21,0.26,498.82,23.49,23.31,0.96,0.512,5.98,1.67,26.86,0.94,0.95,7.0,4,0.037,93.1,400.0,0.96,0.95,0.93,154.08,48.06,292.22,148.31,49.41,0.447,V7,1.53,0.09,0.04,0.0,0.0,0.0,0.0
2025-09-07,12,Med_Light,CROPGRO_HYDRO_001,LETTUCE_ADVANCED,2.95,2.32,0.11,0.14,498.68,24.07,17.93,0.69,1.228,5.98,1.59,26.8,1.02,1.02,8.0,4,0.033,83.03,400.0,0.69,0.99,0.99,136.34,47.3,289.2,147.66,49.18,0.399,V8,1.67,0.08,0.04,0.0,0.0,0.0,0.0
2025-09-08,13,Med_Light,CROPGRO_HYDRO_001,LETTUCE_ADVANCED,2.58,2.04,0.11,0.13,498.55,20.85,14.82,0.62,0.772,5.97,1.5,24.56,0.89,0.91,8.0,4,0.035,87.33,400.0,0.62,0.96,0.94,117.77,46.51,286.03,146.97,48.93,0.419,V8,1.75,0.05,0.0,0.0,0.0,0.0,0.0
2025-09-09,14,Med_Light,CROPGRO_HYDRO_001,LETTUCE_ADVANCED,3.26,2.59,0.17,0.2,498.36,23.22,18.12,0.79,0.75,5.97,1.42,25.39,1.07,1.05,8.0,4,0.038,93.83,400.0,0.79,1.0,1.0,100.37,45.76,283.04,146.32,48.71,0.45,V8,1.88,0.06,0.01,0.0,0.0,0.0,0.0
2025-09-10,15,Med_Light,CROPGRO_HYDRO_001,LETTUCE_ADVANCED,3.67,2.94,0.23,0.28,498.08,23.74,17.78,0.92,0.558,6.0,1.88,26.0,1.06,1.04,9.0,5,0.041,81.56,400.0,0.92,0.98,0.97,200.0,50.0,300.0,150.0,50.0,0.489,V9,2.01,0.1,0.02,0.0,0.0,0.0,0.04
2025-09-11,16,Med_Light,CROPGRO_HYDRO_001,LETTUCE_ADVANCED,3.5,2.86,0.29,0.35,497.73,23.5,19.91,0.84,0.483,5.99,1.77,26.3,1.02,1.01,9.0,5,0.048,95.63,400.0,0.84,1.0,1.0,175.85,48.98,295.91,149.11,49.69,0.574,V9,2.15,0.07,0.03,0.0,0.0,0.0,0.0
2025-09-12,17,Med_Light,CROPGRO_HYDRO_001,LETTUCE_ADVANCED,3.33,2.76,0.36,0.43,497.31,22.73,16.83,0.83,0.451,5.99,1.65,25.67,1.0,1.0,9.0,5,0.055,100.0,400.0,0.83,1.0,1.0,149.41,47.86,291.43,148.14,49.35,0.659,V9,2.31,0.06,0.01,0.0,0.0,0.0,0.0
2025-09-13,18,Med_Light,CROPGRO_HYDRO_001,LETTUCE_ADVANCED,3.32,2.81,0.48,0.57,496.73,22.39,19.78,0.79,0.377,5.98,1.53,25.48,0.99,0.99,10.0,6,0.065,100.0,400.0,0.79,1.0,1.0,122.86,46.73,286.91,147.16,49.0,0.782,V10,2.49,0.06,0.01,0.0,0.0,0.0,0.0
2025-09-14,19,Med_Light,CROPGRO_HYDRO_001,LETTUCE_ADVANCED,2.9,2.49,0.48,0.57,496.16,21.54,18.14,0.68,0.407,5.98,1.4,24.75,0.97,0.98,10.0,6,0.072,100.0,400.0,0.68,0.99,0.98,96.11,45.58,282.32,146.16,48.65,0.863,V10,2.68,0.09,0.0,0.0,0.04,0.04,0.0
2025-09-15,20,Med_Light,CROPGRO_HYDRO_001,LETTUCE_ADVANCED,3.62,3.13,0.75,0.9,495.26,22.15,21.41,0.86,0.21,5.97,1.29,25.12,1.0,1.0,10.0,6,0.078,100.0,400.0,0.86,1.0,1.0,70.7,44.49,277.91,145.2,48.31,0.939,V10,2.84,0.33,0.0,0.0,0.29,0.29,0.0
2025-09-16,21,Med_Light,CROPGRO_HYDRO_001,LETTUCE_ADVANCED,3.01,2.64,0.7,0.85,494.41,21.82,16.74,0.73,0.118,5.97,1.17,24.64,1.01,1.01,11.0,7,0.086,100.0,400.0,0.73,1.0,1.0,44.35,43.33,273.25,144.18,47.95,1.038,V11+,2.92,0.58,0.0,0.0,0.56,0.56,0.0
2025-09-17,22,Med_Light,CROPGRO_HYDRO_001,LETTUCE_ADVANCED,2.76,2.44,0.7,0.84,493.57,21.73,18.07,0.64,0.407,6.0,1.88,24.52,1.02,1.01,11.0,7,0.093,100.0,400.0,0.64,0.97,0.95,200.0,50.0,300.0,150.0,50.0,1.114,V11+,3.21,0.09,0.0,0.0,0.0,0.0,0.04
2025-09-18,23,Med_Light,CROPGRO_HYDRO_001,LETTUCE_ADVANCED,3.02,2.69,0.89,1.06,492.51,22.83,15.82,0.74,0.417,5.99,1.75,24.93,1.07,1.05,11.0,7,0.098,100.0,400.0,0.74,1.0,1.0,171.43,48.79,295.17,148.95,49.63,1.178,V11+,3.58,0.05,0.0,0.0,0.0,0.0,0.0
2025-09-19,24,Med_Light,CROPGRO_HYDRO_001,LETTUCE_ADVANCED,2.88,2.6,0.94,1.12,491.39,22.73,19.37,0.65,0.39,5.99,1.6,25.36,1.03,1.02,12.0,8,0.107,100.0,400.0,0.65,0.98,0.96,139.99,47.46,289.83,147.79,49.22,1.28,V11+,3.94,0.06,0.01,0.0,0.0,0.0,0.0
2025-09-20,25,Med_Light,CROPGRO_HYDRO_001,LETTUCE_ADVANCED,3.24,2.93,1.22,1.47,489.92,21.55,16.47,0.81,0.289,5.98,1.45,24.54,1.0,1.0,12.0,8,0.112,100.0,400.0,0.81,1.0,1.0,105.59,45.99,283.96,146.51,48.77,1.346,HI,4.29,0.05,0.0,0.0,0.0,0.0,0.0
2025-09-21,26,Med_Light,CROPGRO_HYDRO_001,LETTUCE_ADVANCED,3.29,3.0,1.33,1.6,488.32,21.34,19.45,0.79,0.177,5.98,1.3,24.37,1.0,1.0,12.0,8,0.118,100.0,400.0,0.79,1.0,1.0,72.46,44.57,278.24,145.27,48.33,1.413,HI,4.53,0.31,0.0,0.0,0.28,0.28,0.0
2025-09-22,27,Med_Light,CROPGRO_HYDRO_001,LETTUCE_ADVANCED,2.83,2.59,1.2,1.44,486.88,20.33,15.85,0.69,0.072,5.97,1.15,23.35,1.0,1.0,13.0,9,0.124,100.0,400.0,0.69,0.99,0.99,40.11,43.14,272.53,144.02,47.89,1.488,HI,4.62,0.62,0.0,0.0,0.6,0.6,0.0
2025-09-23,28,Med_Light,CROPGRO_HYDRO_001,LETTUCE_ADVANCED,2.4,2.2,0.99,1.19,485.69,22.03,17.22,0.53,0.0,5.97,1.02,24.13,1.07,1.05,13.0,9,0.128,100.0,400.0,0.53,0.92,0.86,12.1,41.84,267.29,142.87,47.49,1.532,HI,4.62,0.81,0.0,0.01,0.8,0.8,0.0
2025-09-24,29,Med_Light,CROPGRO_HYDRO_001,LETTUCE_ADVANCED,2.89,2.67,1.31,1.58,484.12,20.2,23.09,0.62,0.249,6.0,1.88,23.84,0.9,0.92,13.0,9,0.132,100.0,400.0,0.62,0.96,0.94,200.0,50.0,300.0,150.0,50.0,1.582,HI,4.95,0.09,0.0,0.0,0.0,0.0,0.04
2025-09-25,30,Med_Light,CROPGRO_HYDRO_001,LETTUCE_ADVANCED,3.06,2.84,1.57,1.89,482.23,20.12,18.04,0.73,0.242,5.99,1.72,23.21,0.99,0.99,14.0,10,0.138,100.0,400.0,0.73,1.0,1.0,165.05,48.52,294.09,148.72,49.55,1.657,HD,5.33,0.05,0.0,0.0,0.0,0.0,0.0
2025-09-26,31,Med_Light,CROPGRO_HYDRO_001,LETTUCE_ADVANCED,3.27,3.06,1.84,2.21,480.02,21.83,19.02,0.79,0.266,5.99,1.56,24.13,1.06,1.04,14.0,10,0.144,100.0,400.0,0.79,1.0,1.0,130.43,47.05,288.21,147.44,49.1,1.73,HD,5.82,0.05,0.0,0.0,0.0,0.0,0.0
2025-09-27,32,Med_Light,CROPGRO_HYDRO_001,LETTUCE_ADVANCED,3.86,3.61,2.42,2.9,477.11,21.15,20.16,0.96,0.167,5.98,1.38,24.15,1.0,1.0,14.0,10,0.148,100.0,400.0,0.96,0.96,0.93,91.5,45.39,281.54,145.99,48.59,1.775,HD,6.22,0.13,0.0,0.0,0.09,0.09,0.0
2025-09-28,33,Med_Light,CROPGRO_HYDRO_001,LETTUCE_ADVANCED,3.29,3.09,2.05,2.46,474.65,21.68,18.3,0.8,0.092,5.98,1.21,24.32,1.03,1.02,15.0,11,0.153,100.0,400.0,0.8,1.0,1.0,52.27,43.69,274.72,144.5,48.06,1.84,HD,6.41,0.5,0.0,0.0,0.48,0.48,0.0
2025-09-29,34,Med_Light,CROPGRO_HYDRO_001,LETTUCE_ADVANCED,2.37,2.24,1.34,1.6,473.05,20.99,19.35,0.5,0.0,5.97,1.03,24.05,0.99,0.99,15.0,11,0.156,100.0,400.0,0.5,0.9,0.84,14.29,41.97,267.82,142.99,47.53,1.877,HM,6.41,0.81,0.0,0.01,0.8,0.8,0.0
