Date,Day,Treatment_ID,System_ID,Crop_ID,ETO_Ref_mm,ETC_Prime_mm,Transpiration_mm,Water_Total_L,Tank_Volume_L,Temp_C,Solar_Rad_MJ,VPD_kPa,WUE_kg_m3,pH,EC,RZT_C,RZT_Growth_Factor,RZT_Nutrient_Factor,V_Stage,Leaf_Number,Leaf_Area_m2,Avg_Leaf_Area_cm2,CO2_umol_mol,VPD_Actual_kPa,Env_Photo_Factor,Env_Transp_Factor,N-NO3_mg_L,P-PO4_mg_L,K_mg_L,Ca_mg_L,Mg_mg_L,LAI,Growth_Stage,Total_Biomass_g,Integrated_Stress,Temperature_Stress,Water_Stress,Nutrient_Stress,Nitrogen_Stress,Salinity_Stress
2025-09-09,14,Baseline,CROPGRO_HYDRO_001,LETTUCE_ADVANCED,3.11,2.47,0.15,0.18,498.4,22.8,17.0,0.76,0.714,5.97,1.41,25.6,1.02,1.01,8.0,4,0.036,90.9,400.0,0.76,1.0,1.0,96.63,45.6,282.4,146.19,48.66,0.436,V8,1.82,0.09,0.01,0.0,0.03,0.03,0.0
2025-09-10,15,Baseline,CROPGRO_HYDRO_001,LETTUCE_ADVANCED,3.23,2.59,0.19,0.23,498.17,21.15,20.2,0.76,0.453,6.0,1.88,24.75,0.91,0.93,9.0,5,0.041,82.64,400.0,0.76,1.0,1.0,200.0,50.0,300.0,150.0,50.0,0.496,V9,1.91,0.09,0.0,0.0,0.0,0.0,0.04
2025-09-11,16,Baseline,CROPGRO_HYDRO_001,LETTUCE_ADVANCED,3.1,2.53,0.24,0.29,497.88,22.89,19.36,0.72,0.582,5.99,1.77,25.37,1.04,1.03,9.0,5,0.048,95.96,400.0,0.72,1.0,1.0,176.88,49.02,296.09,149.15,49.7,0.576,V9,2.05,0.06,0.01,0.0,0.0,0.0,0.0
2025-09-12,17,Baseline,CROPGRO_HYDRO_001,LETTUCE_ADVANCED,3.46,2.87,0.38,0.45,497.43,20.39,18.63,0.85,0.321,5.99,1.65,24.05,0.9,0.92,9.0,5,0.055,100.0,400.0,0.85,1.0,1.0,150.69,47.91,291.65,148.19,49.36,0.662,V9,2.17,0.05,0.0,0.0,0.0,0.0,0.0
2025-09-13,18,Baseline,CROPGRO_HYDRO_001,LETTUCE_ADVANCED,3.54,2.99,0.54,0.65,496.78,22.5,15.3,0.92,0.376,5.98,1.54,24.5,1.08,1.06,10.0,6,0.066,100.0,400.0,0.92,0.99,0.98,125.86,46.86,287.42,147.27,49.04,0.786,V10,2.38,0.05,0.0,0.0,0.0,0.0,0.0
2025-09-14,19,Baseline,CROPGRO_HYDRO_001,LETTUCE_ADVANCED,3.2,2.74,0.55,0.66,496.12,22.49,18.71,0.76,0.43,5.98,1.42,24.98,1.04,1.03,10.0,6,0.072,100.0,400.0,0.76,1.0,1.0,98.76,45.7,282.77,146.26,48.68,0.865,V10,2.61,0.06,0.0,0.0,0.01,0.01,0.0
2025-09-15,20,Baseline,CROPGRO_HYDRO_001,LETTUCE_ADVANCED,3.33,2.89,0.68,0.81,495.31,22.07,22.67,0.76,0.218,5.97,1.29,25.28,0.97,0.98,10.0,6,0.079,100.0,400.0,0.76,1.0,1.0,69.9,44.45,277.77,145.17,48.3,0.952,V10,2.76,0.34,0.01,0.0,0.3,0.3,0.0
2025-09-16,21,Baseline,CROPGRO_HYDRO_001,LETTUCE_ADVANCED,3.99,3.5,1.07,1.29,494.02,23.28,16.96,1.04,0.074,5.97,1.15,25.61,1.05,1.04,11.0,7,0.087,100.0,400.0,1.04,0.89,0.83,40.35,43.15,272.54,144.03,47.9,1.046,V11+,2.84,0.62,0.01,0.01,0.6,0.6,0.0
2025-09-17,22,Baseline,CROPGRO_HYDRO_001,LETTUCE_ADVANCED,2.94,2.6,0.77,0.92,493.1,21.44,20.35,0.67,0.333,6.0,1.88,24.93,0.93,0.94,11.0,7,0.093,100.0,400.0,0.67,0.98,0.97,200.0,50.0,300.0,150.0,50.0,1.121,V11+,3.09,0.09,0.0,0.0,0.0,0.0,0.04
2025-09-18,23,Baseline,CROPGRO_HYDRO_001,LETTUCE_ADVANCED,3.41,3.04,1.07,1.28,491.82,21.61,18.02,0.84,0.295,5.99,1.73,24.56,1.0,1.0,11.0,7,0.1,100.0,400.0,0.84,1.0,1.0,167.52,48.63,294.51,148.81,49.58,1.195,V11+,3.41,0.05,0.0,0.0,0.0,0.0,0.0
2025-09-19,24,Baseline,CROPGRO_HYDRO_001,LETTUCE_ADVANCED,2.93,2.64,0.98,1.18,490.64,22.26,17.9,0.69,0.37,5.99,1.58,24.8,1.04,1.03,12.0,8,0.108,100.0,400.0,0.69,0.99,0.99,134.44,47.22,288.89,147.59,49.15,1.294,V11+,3.77,0.05,0.0,0.0,0.0,0.0,0.0
2025-09-20,25,Baseline,CROPGRO_HYDRO_001,LETTUCE_ADVANCED,3.68,3.33,1.5,1.8,488.84,20.82,15.17,0.96,0.223,5.98,1.42,23.75,1.0,1.0,12.0,8,0.113,100.0,400.0,0.96,0.95,0.93,99.14,45.72,282.85,146.27,48.69,1.36,HI,4.11,0.06,0.0,0.0,0.01,0.01,0.0
2025-09-21,26,Baseline,CROPGRO_HYDRO_001,LETTUCE_ADVANCED,3.1,2.83,1.26,1.52,487.32,21.05,16.53,0.76,0.17,5.98,1.27,23.62,1.03,1.03,12.0,8,0.119,100.0,400.0,0.76,1.0,1.0,66.04,44.29,277.12,145.02,48.25,1.425,HI,4.32,0.37,0.0,0.0,0.34,0.34,0.0
2025-09-22,27,Baseline,CROPGRO_HYDRO_001,LETTUCE_ADVANCED,3.66,3.36,1.71,2.05,485.27,24.38,17.92,0.92,0.055,5.97,1.12,25.74,1.13,1.1,13.0,9,0.124,100.0,400.0,0.92,0.99,0.98,34.07,42.87,271.44,143.78,47.81,1.492,HI,4.42,0.68,0.02,0.0,0.66,0.66,0.0
2025-09-23,28,Baseline,CROPGRO_HYDRO_001,LETTUCE_ADVANCED,3.69,3.4,1.84,2.21,483.06,22.06,16.06,0.95,0.002,5.97,0.96,24.96,1.01,1.01,13.0,9,0.128,100.0,400.0,0.95,0.96,0.94,0.0,41.19,264.67,142.3,47.29,1.539,HI,4.42,0.81,0.0,0.0,0.8,0.8,0.0
2025-09-24,29,Baseline,CROPGRO_HYDRO_001,LETTUCE_ADVANCED,3.65,3.37,1.89,2.27,480.79,21.69,17.82,0.92,0.221,6.0,1.88,24.59,1.01,1.01,13.0,9,0.132,100.0,400.0,0.92,0.98,0.98,200.0,50.0,300.0,150.0,50.0,1.587,HI,4.84,0.09,0.0,0.0,0.0,0.0,0.04
2025-09-25,30,Baseline,CROPGRO_HYDRO_001,LETTUCE_ADVANCED,3.35,3.11,1.78,2.13,478.65,21.53,19.65,0.8,0.247,5.99,1.7,24.52,1.0,1.0,14.0,10,0.138,100.0,400.0,0.8,1.0,1.0,162.44,48.41,293.65,148.62,49.51,1.659,HD,5.28,0.05,0.0,0.0,0.0,0.0,0.0
2025-09-26,31,Baseline,CROPGRO_HYDRO_001,LETTUCE_ADVANCED,2.6,2.43,1.36,1.63,477.03,21.64,16.97,0.6,0.347,5.99,1.53,24.31,1.03,1.02,14.0,10,0.145,100.0,400.0,0.6,0.95,0.92,122.83,46.73,286.91,147.16,49.0,1.736,HD,5.75,0.05,0.0,0.0,0.0,0.0,0.0
2025-09-27,32,Baseline,CROPGRO_HYDRO_001,LETTUCE_ADVANCED,3.67,3.44,2.31,2.77,474.25,21.56,15.94,0.95,0.165,5.98,1.34,24.09,1.04,1.03,14.0,10,0.148,100.0,400.0,0.95,0.96,0.94,82.19,44.99,279.94,145.64,48.46,1.78,HD,6.13,0.22,0.0,0.0,0.18,0.18,0.0
2025-09-28,33,Baseline,CROPGRO_HYDRO_001,LETTUCE_ADVANCED,3.55,3.33,2.28,2.74,471.51,21.57,17.16,0.9,0.055,5.98,1.16,24.12,1.04,1.03,15.0,11,0.153,100.0,400.0,0.9,1.0,1.0,41.79,43.23,272.87,144.09,47.92,1.834,HD,6.26,0.6,0.0,0.0,0.58,0.58,0.0
2025-09-29,34,Baseline,CROPGRO_HYDRO_001,LETTUCE_ADVANCED,3.26,3.07,2.07,2.49,469.03,20.26,19.34,0.78,0.0,5.97,0.98,23.51,0.96,0.97,15.0,11,0.156,100.0,400.0,0.78,1.0,1.0,3.82,41.47,265.8,142.54,47.37,1.871,HM,6.26,0.81,0.0,0.0,0.8,0.8,0.0
