category,parameter_name,value,unit,description
nitrogen_parameters,pool_fractions_stems_metabolic,0.2,dimensionless,Fraction of stem nitrogen in metabolic pool
nitrogen_parameters,pool_fractions_stems_storage,0.15,dimensionless,Fraction of stem nitrogen in storage pool
nitrogen_parameters,pool_fractions_stems_transport,0.05,dimensionless,Fraction of stem nitrogen in transport pool
nitrogen_parameters,pool_fractions_roots_structural,0.5,dimensionless,Fraction of root nitrogen in structural pool
nitrogen_parameters,pool_fractions_roots_metabolic,0.3,dimensionless,Fraction of root nitrogen in metabolic pool
nitrogen_parameters,pool_fractions_roots_storage,0.15,dimensionless,Fraction of root nitrogen in storage pool
nitrogen_parameters,pool_fractions_roots_transport,0.05,dimensionless,Fraction of root nitrogen in transport pool
nitrogen_parameters,pool_fractions_reproductive_structural,0.3,dimensionless,Fraction of reproductive nitrogen in structural pool
nitrogen_parameters,pool_fractions_reproductive_metabolic,0.4,dimensionless,Fraction of reproductive nitrogen in metabolic pool
nitrogen_parameters,pool_fractions_reproductive_storage,0.25,dimensionless,Fraction of reproductive nitrogen in storage pool
nitrogen_parameters,pool_fractions_reproductive_transport,0.05,dimensionless,Fraction of reproductive nitrogen in transport pool
nitrogen_parameters,uptake_kinetics_amino_acids_vmax,0.08,g_N_g_root_day,Maximum amino acid uptake rate
nitrogen_parameters,uptake_kinetics_amino_acids_km,0.8,mg_N_L,Michaelis constant for amino acids
nitrogen_parameters,uptake_kinetics_amino_acids_min_conc,0.2,mg_N_L,Minimum amino acid concentration for uptake
nitrogen_parameters,uptake_kinetics_amino_acids_inhibition_ki,0.0,mg_N_L,No competitive inhibition for amino acids
nitrogen_parameters,uptake_kinetics_NO3_min_conc,0.1,mg_N_L,Minimum NO3 concentration for uptake
nitrogen_parameters,uptake_kinetics_NO3_inhibition_ki,2.0,mg_N_L,NH4 inhibition constant for NO3 uptake
nitrogen_parameters,uptake_kinetics_NH4_min_conc,0.05,mg_N_L,Minimum NH4 concentration for uptake
nitrogen_parameters,uptake_kinetics_NH4_inhibition_ki,1.5,mg_N_L,NO3 inhibition constant for NH4 uptake
nitrogen_parameters,uptake_kinetics_amino_acids_min_conc,0.01,mg_N_L,Minimum amino acid concentration for uptake
nitrogen_parameters,uptake_kinetics_amino_acids_inhibition_ki,1.0,mg_N_L,Inhibition constant for amino acid uptake
