Date,Day,System_ID,Crop_ID,ETO_Ref_mm,ETC_Prime_mm,Transpiration_mm,Water_Total_L,Tank_Volume_L,Temp_C,Solar_Rad_MJ,VPD_kPa,WUE_kg_m3,N-NO3_mg_L,P-PO4_mg_L,K_mg_L,Ca_mg_L,Mg_mg_L
2024-05-09,29,HYD1,LETT,3.6737149695797666,3.2408621108000393,3.2634647644558012,32.634647644558015,218.69404695539941,24.406897693284005,23.984797152051733,1.0250003907077638,4.304603896911032,457.25981744756996,114.31495436439059,685.8897262240054,342.944863112417,114.3149543699036
2024-05-10,30,HYD1,LETT,4.154230171534955,3.667663856264896,3.6998057555441837,36.99805755544184,181.69598939995757,22.279864762858427,20.697058028546117,0.9309455459125993,3.9113749922479064,550.3698805743206,137.59247014679357,825.5548209289001,412.7774104649619,137.59247015384977
2024-05-11,31,HYD1,LETT,2.9765434928807983,2.653029831843472,2.733523573725804,27.335235737258042,154.36075366269952,23.32084548920152,22.36264589311296,0.7355329737220995,4.595107529784818,647.833063866934,161.95826597074395,971.7495958843066,485.87479794276936,161.95826597952438
2024-05-12,32,HYD1,LETT,3.872278487980791,3.4586449341072463,3.5800819210832513,35.800819210832515,118.55993445186701,22.580210926163616,22.506155802654057,0.9618476004738927,4.182940811823205,843.4552570190849,210.86381426031508,1265.1828856443897,632.5914428230149,210.8638142724297
2024-05-13,33,HYD1,LETT,2.320206495507529,2.080950591374706,2.173662109858165,21.73662109858165,96.82331335328536,23.468500541418997,21.165006337959614,0.6850873090242957,4.4029921887795895,1032.8091088927706,258.2022772303516,1549.2136634885394,774.6068317452925,258.2022772459888
2024-05-14,34,HYD1,LETT,4.081464794511339,3.6658158495504964,3.8411007386290485,38.411007386290485,58.41230596699487,23.605463252705707,22.0730488418283,0.9456822088478183,4.138522991873297,1711.9680233159802,427.9920058414645,2567.9520352341506,1283.9760176187992,427.99200586870955
2024-05-15,35,HYD1,LETT,3.776863574206271,3.393213002621478,3.5577033260817976,35.57703326081798,22.835272706176895,22.835136494824038,22.167902909083566,0.8864123852632613,4.289156027874782,4379.190092004281,1094.7975230339737,6568.785138693392,3284.3925693511474,1094.7975231059374
2024-05-16,36,HYD1,LETT,3.581315593110583,1.8293361002198767,1.738940175405437,17.38940175405437,5.445870952122526,21.962424258557043,18.98277506437143,0.9122566511207819,3.6232769675160075,18362.53573802465,4590.633934644636,27543.803609914616,13771.901804983481,4590.633934947366
2024-05-17,37,HYD1,LETT,2.2318777677623234,1.1690455213253972,1.1195518184486348,11.195518184486348,1.0,21.561520025512674,21.41819024974797,0.6062931496321373,1.803276579372817,99999.99998299878,24999.999996504474,149999.9999901655,74999.99999523551,24999.99999815444
2024-05-18,38,HYD1,LETT,3.3509239240540962,1.7983997981252022,1.7368148698087125,17.368148698087126,1.0,22.570581047143644,20.458402436171284,0.902672685127121,1.1774273347445585,99999.9999829951,24999.99999650367,149999.9999901593,74999.99999523418,24999.999998153864
2024-05-19,39,HYD1,LETT,3.064590001270512,1.7106928773955423,1.6667271553686742,16.667271553686742,1.0,22.04502463851707,20.023687962013746,0.7525885716486935,1.229168903010456,99999.99998299124,24999.999996502826,149999.9999901528,74999.99999523278,24999.999998153264
2024-05-20,40,HYD1,LETT,3.517172959917621,2.044884358896105,2.0105366919302723,20.105366919302725,1.0,22.511428598033085,22.168858315475024,1.019056462033275,1.1976050438183694,99999.99998298746,24999.999996501996,149999.99999014643,74999.9999952314,24999.99999815267
2024-05-21,41,HYD1,LETT,3.0315835927940946,1.8414730878195953,1.8267423991508889,18.26742399150889,1.0,23.597824795999664,22.392557761261823,0.9115309045369018,1.282725483448964,99999.99998298392,24999.99999650122,149999.99999014047,74999.9999952301,24999.999998152118
2024-05-22,42,HYD1,LETT,2.939392362450365,1.8427687913199347,1.843897216769112,18.43897216769112,1.0,22.28622081446781,20.071530297214185,0.7682117867261828,1.2273497489992593,99999.99998298004,24999.99999650037,149999.99999013392,74999.99999522869,24999.99999815151
2024-05-23,43,HYD1,LETT,3.5447944406202776,2.28281108211129,2.302293125425703,23.022931254257028,1.0,22.331758081854858,21.931690559129148,0.8579572532890165,1.2919658440618176,99999.99998297611,24999.99999649951,149999.9999901273,74999.99999522725,24999.999998150895
2024-05-24,44,HYD1,LETT,3.129414105462764,2.052104671704447,2.084192138707358,20.84192138707358,1.0,22.062209187499803,22.11218459852935,0.7868153879014834,1.3458942310556135,99999.99998297206,24999.999996498627,149999.9999901205,74999.99999522578,24999.999998150262
2024-05-25,45,HYD1,LETT,2.665223506741126,1.773942556693523,1.812420921648396,18.12420921648396,1.0,22.374204059187672,19.752465977944283,0.8065323827961555,1.194402339037562,99999.9999829681,24999.99999649776,149999.99999011384,74999.99999522434,24999.999998149644
