step,day,hour,timestamp,photosynthesis_simulator_net_assimilation_rate,photosynthesis_simulator_gross_photosynthesis_rate,photosynthesis_simulator_respiration_rate,photosynthesis_simulator_light_use_efficiency,photosynthesis_simulator_co2_uptake_rate,photosynthesis_simulator_cumulative_carbon_gained,photosynthesis_simulator_daily_carbon_gained,photosynthesis_simulator_leaf_temperature,photosynthesis_simulator_temperature_stress_factor,photosynthesis_simulator_light_stress_factor,photosynthesis_simulator_step_count,photosynthesis_simulator_last_update,respiration_simulator_total_respiration_rate,respiration_simulator_maintenance_respiration,respiration_simulator_growth_respiration,respiration_simulator_leaf_respiration,respiration_simulator_stem_respiration,respiration_simulator_root_respiration,respiration_simulator_cumulative_respiration,respiration_simulator_daily_respiration,respiration_simulator_temperature_factor,respiration_simulator_biomass_factor,respiration_simulator_step_count,respiration_simulator_last_update,biomass_allocation_simulator_total_biomass,biomass_allocation_simulator_leaf_biomass,biomass_allocation_simulator_stem_biomass,biomass_allocation_simulator_root_biomass,biomass_allocation_simulator_leaf_allocation_fraction,biomass_allocation_simulator_stem_allocation_fraction,biomass_allocation_simulator_root_allocation_fraction,biomass_allocation_simulator_allocation_efficiency,biomass_allocation_simulator_cumulative_biomass_gain,biomass_allocation_simulator_daily_biomass_gain,biomass_allocation_simulator_step_count,biomass_allocation_simulator_last_update
13,1,12,2025-09-29 05:33:18.375578,0.8199102436343892,0.9019012679978282,0.08199102436343893,0.0005463555055570366,0.8199102436343892,76743.59880417884,70840.24505001125,25.2,1.0,1.0,26,2025-09-29T05:33:18.268300,0.0031876596139832126,0.0015016596139832126,0.001686,0.0005005532046610709,0.00040044256372885677,0.000600663845593285,298.9825641675052,275.8926017857729,1.0011064093221418,1.0,26,2025-09-29T05:33:18.309759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,26,2025-09-29T05:33:18.361706
14,1,13,2025-09-29 05:33:18.514572,0.8199102436343892,0.9019012679978282,0.08199102436343893,0.0005463555055570366,0.8199102436343892,82646.95255834643,76743.59880417884,25.2,1.0,1.0,28,2025-09-29T05:33:18.406044,0.003187344146091834,0.0015013441460918337,0.001686,0.0005004480486972779,0.0004003584389578223,0.0006005376584367335,321.9319799453956,298.8420175636633,1.0008960973945555,1.0,28,2025-09-29T05:33:18.448222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,28,2025-09-29T05:33:18.502239
15,1,14,2025-09-29 05:33:18.654837,0.8199102436343892,0.9019012679978282,0.08199102436343893,0.0005463555055570366,0.8199102436343892,88550.30631251402,82646.95255834643,25.2,1.0,1.0,30,2025-09-29T05:33:18.544977,0.003187088665682131,0.0015010886656821312,0.001686,0.0005003628885607104,0.0004002903108485684,0.0006004354662728525,344.87945398012624,321.78949159839397,1.0007257771214209,1.0,30,2025-09-29T05:33:18.587203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,29,2025-09-29T05:33:18.585578
16,1,15,2025-09-29 05:33:18.795167,0.8199102436343892,0.9019012679978282,0.08199102436343893,0.0005463555055570366,0.8199102436343892,94453.66006668161,88550.30631251402,25.2,1.0,1.0,32,2025-09-29T05:33:18.685455,0.0031868817584196243,0.0015008817584196243,0.001686,0.0005002939194732081,0.00040023513557856653,0.0006003527033678497,367.8253554592802,344.73539307754794,1.000587838946416,1.0,32,2025-09-29T05:33:18.727573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,31,2025-09-29T05:33:18.781904
17,1,16,2025-09-29 05:33:18.933182,0.8199102436343892,0.9019012679978282,0.08199102436343893,0.0005463555055570366,0.8199102436343892,100357.0138208492,94453.66006668161,25.2,1.0,1.0,34,2025-09-29T05:33:18.825776,0.0031867141844435505,0.0015007141844435505,0.001686,0.0005002380614811835,0.0004001904491849468,0.0006002856737774201,390.76998333660487,367.6800209548726,1.0004761229623667,1.0,34,2025-09-29T05:33:18.867587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,33,2025-09-29T05:33:18.919239
18,1,17,2025-09-29 05:33:19.070424,0.8199102436343892,0.9019012679978282,0.08199102436343893,0.0005463555055570366,0.8199102436343892,106260.36757501679,100357.0138208492,25.2,1.0,1.0,36,2025-09-29T05:33:18.963511,0.0031865784632381677,0.0015005784632381677,0.001686,0.0005001928210793893,0.0004001542568635114,0.000600231385295267,413.7135797067825,390.6236173250503,1.0003856421587782,1.0,36,2025-09-29T05:33:19.005331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,35,2025-09-29T05:33:19.058891
19,1,18,2025-09-29 05:33:19.210819,0.8199102436343892,0.9019012679978282,0.08199102436343893,0.0005463555055570366,0.8199102436343892,112163.72132918438,106260.36757501679,25.2,1.0,1.0,38,2025-09-29T05:33:19.100653,0.00318646853805955,0.00150046853805955,0.001686,0.0005001561793531833,0.00040012494348254667,0.0006001874152238199,436.65634062855474,413.5663782468225,1.0003123587063665,1.0,38,2025-09-29T05:33:19.142651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,37,2025-09-29T05:33:19.196923
20,1,19,2025-09-29 05:33:19.349310,0.8199102436343892,0.9019012679978282,0.08199102436343893,0.0005463555055570366,0.8199102436343892,118067.07508335197,112163.72132918438,25.2,1.0,1.0,40,2025-09-29T05:33:19.241708,0.003186379504567849,0.001500379504567849,0.001686,0.0005001265015226163,0.0004001012012180931,0.0006001518018271396,459.59842488460566,436.50846250287344,1.0002530030452323,1.0,40,2025-09-29T05:33:19.283061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,39,2025-09-29T05:33:19.337311
21,1,20,2025-09-29 05:33:19.487813,0.8199102436343892,0.9019012679978282,0.08199102436343893,0.0005463555055570366,0.8199102436343892,123970.42883751956,118067.07508335197,25.2,1.0,1.0,42,2025-09-29T05:33:19.380381,0.0031863073913122827,0.0015003073913122827,0.001686,0.0005001024637707608,0.0004000819710166087,0.000600122956524913,482.5399610725766,459.4499986908444,1.0002049275415217,1.0,42,2025-09-29T05:33:19.421974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,41,2025-09-29T05:33:19.475541
22,1,21,2025-09-29 05:33:19.626074,0.8199102436343892,0.9019012679978282,0.08199102436343893,0.0005463555055570366,0.8199102436343892,129873.78259168715,123970.42883751956,25.2,1.0,1.0,44,2025-09-29T05:33:19.518363,0.0031862489821160357,0.0015002489821160357,0.001686,0.0005000829940386785,0.00040006639523094284,0.0006000995928464142,505.48105334584204,482.3910909641098,1.0001659880773568,1.0,44,2025-09-29T05:33:19.559886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,43,2025-09-29T05:33:19.613685
23,1,22,2025-09-29 05:33:19.765569,0.8199102436343892,0.9019012679978282,0.08199102436343893,0.0005463555055570366,0.8199102436343892,135777.13634585476,129873.78259168715,25.2,1.0,1.0,46,2025-09-29T05:33:19.656199,0.0031862016723340036,0.0015002016723340036,0.001686,0.0005000672241113345,0.0004000537792890676,0.0006000806689336013,528.4217860616058,505.3318236798734,1.0001344482226688,1.0,46,2025-09-29T05:33:19.697651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,44,2025-09-29T05:33:19.752026
24,1,23,2025-09-29 05:33:19.904556,0.8199102436343892,0.9019012679978282,0.08199102436343893,0.0005463555055570366,0.8199102436343892,141680.49010002238,135777.13634585476,25.2,1.0,1.0,48,2025-09-29T05:33:19.796439,0.0031861633525041948,0.0015001633525041948,0.001686,0.0005000544508347315,0.00040004356066778525,0.0006000653410016778,551.3622275445907,528.2722651628584,1.0001089016694629,1.0,48,2025-09-29T05:33:19.838144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,46,2025-09-29T05:33:19.890642
25,2,0,2025-09-29 05:33:20.042819,0.839338058555437,0.9232718644109807,0.0839338058555437,0.0006411908501374583,0.839338058555437,147723.72412162155,0.0,27.0,1.0,1.0,50,2025-09-29T05:33:19.936257,0.003381089187403337,0.0016950891874033373,0.001686,0.0005650297291344457,0.0004520237833075566,0.0006780356749613349,575.7164711684408,0.0,1.1300594582688912,1.0,50,2025-09-29T05:33:19.977239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,48,2025-09-29T05:33:20.028951
26,2,1,2025-09-29 05:33:20.180627,0.839338058555437,0.9232718644109807,0.0839338058555437,0.0006411908501374583,0.839338058555437,153766.95814322072,6043.234021599146,27.0,1.0,1.0,52,2025-09-29T05:33:20.073700,0.003371797382226185,0.0016857973822261847,0.001686,0.0005619324607420616,0.0004495459685936493,0.0006743189528904739,600.012089050994,24.295617882553195,1.123864921484123,1.0,52,2025-09-29T05:33:20.115172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,50,2025-09-29T05:33:20.169121
27,2,2,2025-09-29 05:33:20.320989,0.839338058555437,0.9232718644109807,0.0839338058555437,0.0006411908501374583,0.839338058555437,159810.1921648199,12086.468043198292,27.0,1.0,1.0,54,2025-09-29T05:33:20.210887,0.0033586343598456967,0.0016726343598456967,0.001686,0.0005575447866152322,0.0004460358292921858,0.0006690537439382787,624.2194920889403,48.503020920499594,1.1150895732304642,1.0,54,2025-09-29T05:33:20.253029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,52,2025-09-29T05:33:20.307104
28,2,3,2025-09-29 05:33:20.461003,0.839338058555437,0.9232718644109807,0.0839338058555437,0.0006411908501374583,0.839338058555437,165853.42618641906,18129.70206479744,27.0,1.0,1.0,56,2025-09-29T05:33:20.351672,0.003342428655099141,0.0016564286550991409,0.001686,0.0005521428850330469,0.00044171430802643753,0.0006625714620396562,648.3153531817304,72.59888201328965,1.1042857700660937,1.0,56,2025-09-29T05:33:20.393654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,54,2025-09-29T05:33:20.447441
29,2,4,2025-09-29 05:33:20.601062,0.839338058555437,0.9232718644109807,0.0839338058555437,0.0006411908501374583,0.839338058555437,171896.66020801823,24172.936086396585,27.0,1.0,1.0,58,2025-09-29T05:33:20.491532,0.003323861152684804,0.0016378611526848043,0.001686,0.0005459537175616015,0.00043676297404928116,0.0006551444610739217,672.2815031430243,96.56503197458352,1.091907435123203,1.0,58,2025-09-29T05:33:20.533292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,56,2025-09-29T05:33:20.587148
30,2,5,2025-09-29 05:33:20.740672,0.839338058555437,0.9232718644109807,0.0839338058555437,0.0006411908501374583,0.839338058555437,177939.8942296174,30216.170107995727,27.0,1.0,1.0,60,2025-09-29T05:33:20.631445,0.0033034872170567948,0.0016174872170567948,0.001686,0.0005391624056855982,0.0004313299245484786,0.0006469948868227178,696.1039877215577,120.38751655311688,1.0783248113711965,1.0,60,2025-09-29T05:33:20.673302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,58,2025-09-29T05:33:20.726936
31,2,6,2025-09-29 05:33:20.880537,0.839338058555437,0.9232718644109807,0.0839338058555437,0.0006411908501374583,0.839338058555437,183983.12825121658,36259.40412959487,27.0,1.0,1.0,62,2025-09-29T05:33:20.771582,0.003281757036807367,0.0015957570368073672,0.001686,0.0005319190122691224,0.00042553520981529795,0.0006383028147229469,719.772274684882,144.05580351644116,1.0638380245382446,1.0,62,2025-09-29T05:33:20.813940,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,60,2025-09-29T05:33:20.868393
32,2,7,2025-09-29 05:33:21.018811,0.839338058555437,0.9232718644109807,0.0839338058555437,0.0006411908501374583,0.839338058555437,190026.36227281575,42302.63815119401,27.0,1.0,1.0,64,2025-09-29T05:33:20.911010,0.0032631043204202357,0.0015771043204202359,0.001686,0.0005257014401400786,0.0004205611521120629,0.0006308417281680943,743.2983351740837,167.58186400564287,1.0514028802801572,1.0,64,2025-09-29T05:33:20.952498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,62,2025-09-29T05:33:21.004934
33,2,8,2025-09-29 05:33:21.159195,0.839338058555437,0.9232718644109807,0.0839338058555437,0.0006411908501374583,0.839338058555437,196069.59629441492,48345.872172793155,27.0,1.0,1.0,66,2025-09-29T05:33:21.049415,0.00324815556619536,0.00156215556619536,0.001686,0.0005207185220651201,0.00041657481765209605,0.0006248622264781441,766.7104829273178,190.99401175887684,1.0414370441302399,1.0,66,2025-09-29T05:33:21.091087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,64,2025-09-29T05:33:21.145301
34,2,9,2025-09-29 05:33:21.296109,0.839338058555437,0.9232718644109807,0.0839338058555437,0.0006411908501374583,0.839338058555437,202112.8303160141,54389.1061943923,27.0,1.0,1.0,68,2025-09-29T05:33:21.189696,0.0032361510061405395,0.0015501510061405395,0.001686,0.0005167170020468465,0.0004133736016374772,0.0006200604024562158,790.0311995508167,214.3147283823758,1.0334340040936927,1.0,68,2025-09-29T05:33:21.231708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,66,2025-09-29T05:33:21.284045
35,2,10,2025-09-29 05:33:21.434314,0.839338058555437,0.9232718644109807,0.0839338058555437,0.0006411908501374583,0.839338058555437,208156.06433761326,60432.34021599144,27.0,1.0,1.0,70,2025-09-29T05:33:21.326548,0.003226494969633047,0.001540494969633047,0.001686,0.0005134983232110157,0.0004107986585688126,0.0006161979878532188,813.2784023407853,237.5619311723445,1.0269966464220313,1.0,70,2025-09-29T05:33:21.368101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,68,2025-09-29T05:33:21.420714
36,2,11,2025-09-29 05:33:21.574161,0.839338058555437,0.9232718644109807,0.0839338058555437,0.0006411908501374583,0.839338058555437,214199.29835921244,66475.57423759058,27.0,1.0,1.0,72,2025-09-29T05:33:21.465056,0.003218717689244331,0.0015327176892443312,0.001686,0.000510905896414777,0.00040872471713182166,0.0006130870756977324,836.466414349342,260.7499431809012,1.021811792829554,1.0,72,2025-09-29T05:33:21.506606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,70,2025-09-29T05:33:21.560796
37,2,12,2025-09-29 05:33:21.713603,0.839338058555437,0.9232718644109807,0.0839338058555437,0.0006411908501374583,0.839338058555437,220242.5323808116,72518.80825918973,27.0,1.0,1.0,74,2025-09-29T05:33:21.604691,0.003212446883867074,0.0015264468838670738,0.001686,0.0005088156279556913,0.00040705250236455304,0.0006105787535468295,859.6067137502675,283.8902425818267,1.0176312559113825,1.0,74,2025-09-29T05:33:21.647284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,72,2025-09-29T05:33:21.701772
38,2,13,2025-09-29 05:33:21.849491,0.839338058555437,0.9232718644109807,0.0839338058555437,0.0006411908501374583,0.839338058555437,226285.76640241078,78562.04228078887,27.0,1.0,1.0,76,2025-09-29T05:33:21.743796,0.0032073863433277304,0.0015213863433277302,0.001686,0.0005071287811092434,0.00040570302488739476,0.000608554537331092,882.708517434583,306.9920462661422,1.0142575622184866,1.0,76,2025-09-29T05:33:21.785778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,74,2025-09-29T05:33:21.837874
39,2,14,2025-09-29 05:33:21.987968,0.839338058555437,0.9232718644109807,0.0839338058555437,0.0006411908501374583,0.839338058555437,232329.00042400995,84605.27630238801,27.0,1.0,1.0,78,2025-09-29T05:33:21.879778,0.0032032996063936186,0.0015172996063936186,0.001686,0.0005057665354645395,0.0004046132283716316,0.0006069198425574473,905.7792386297264,330.0627674612856,1.0115330709290788,1.0,78,2025-09-29T05:33:21.921114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,76,2025-09-29T05:33:21.974563
40,2,15,2025-09-29 05:33:22.128651,0.839338058555437,0.9232718644109807,0.0839338058555437,0.0006411908501374583,0.839338058555437,238372.23444560912,90648.51032398715,27.0,1.0,1.0,80,2025-09-29T05:33:22.019141,0.003199997398096323,0.0015139973980963228,0.001686,0.000504665799365441,0.0004037326394923528,0.0006055989592385292,928.8248478016,353.1083766331592,1.009331598730882,1.0,80,2025-09-29T05:33:22.060490,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,78,2025-09-29T05:33:22.114718
41,2,16,2025-09-29 05:33:22.267828,0.839338058555437,0.9232718644109807,0.0839338058555437,0.0006411908501374583,0.839338058555437,244415.4684672083,96691.7443455863,27.0,1.0,1.0,82,2025-09-29T05:33:22.159066,0.003197327878410447,0.001511327878410447,0.001686,0.000503775959470149,0.00040302076757611923,0.0006045311513641787,951.8501586456256,376.1336874771849,1.0075519189402977,1.0,82,2025-09-29T05:33:22.201116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,80,2025-09-29T05:33:22.255643
42,2,17,2025-09-29 05:33:22.404612,0.839338058555437,0.9232718644109807,0.0839338058555437,0.0006411908501374583,0.839338058555437,250458.70248880747,102734.97836718544,27.0,1.0,1.0,84,2025-09-29T05:33:22.298584,0.003195169018292352,0.0015091690182923519,0.001686,0.0005030563394307839,0.0004024450715446272,0.0006036676073169407,974.8590556171021,399.1425844486613,1.0061126788615677,1.0,84,2025-09-29T05:33:22.340316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,82,2025-09-29T05:33:22.392086
43,2,18,2025-09-29 05:33:22.542946,0.839338058555437,0.9232718644109807,0.0839338058555437,0.0006411908501374583,0.839338058555437,256501.93651040664,108778.21238878458,27.0,1.0,1.0,86,2025-09-29T05:33:22.434934,0.003193422602402274,0.001507422602402274,0.001686,0.000502474200800758,0.0004019793606406064,0.0006029690409609095,997.8546755456459,422.13820437720517,1.004948401601516,1.0,86,2025-09-29T05:33:22.476900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,84,2025-09-29T05:33:22.531291
44,2,19,2025-09-29 05:33:22.682711,0.839338058555437,0.9232718644109807,0.0839338058555437,0.0006411908501374583,0.839338058555437,262545.1705320058,114821.44641038372,27.0,1.0,1.0,88,2025-09-29T05:33:22.573423,0.0031920094871037987,0.0015060094871037987,0.001686,0.0005020031623679329,0.0004016025298943463,0.0006024037948415195,1020.8395529915084,445.1230818230676,1.0040063247358657,1.0,88,2025-09-29T05:33:22.614762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,86,2025-09-29T05:33:22.668895
45,2,20,2025-09-29 05:33:22.845368,0.839338058555437,0.9232718644109807,0.0839338058555437,0.0006411908501374583,0.839338058555437,268588.40455360495,120864.68043198287,27.0,1.0,1.0,90,2025-09-29T05:33:22.715249,0.003190865834846935,0.0015048658348469348,0.001686,0.0005016219449489783,0.00040129755595918267,0.0006019463339387739,1043.8157368405862,468.09926567214535,1.0032438898979563,1.0,90,2025-09-29T05:33:22.777406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,88,2025-09-29T05:33:22.832087
46,2,21,2025-09-29 05:33:22.982104,0.839338058555437,0.9232718644109807,0.0839338058555437,0.0006411908501374583,0.839338058555437,274631.6385752041,126907.91445358201,27.0,1.0,1.0,92,2025-09-29T05:33:22.876098,0.0031899401131894297,0.0015039401131894297,0.001686,0.0005013133710631433,0.00040105069685051465,0.0006015760452757719,1066.7848839989626,491.06841283052194,1.0026267421262864,1.0,92,2025-09-29T05:33:22.917202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,90,2025-09-29T05:33:22.969076
