step,day,hour,timestamp
137,6,16,2025-09-29 00:07:14.206584
138,6,17,2025-09-29 00:07:14.206587
139,6,18,2025-09-29 00:07:14.206589
140,6,19,2025-09-29 00:07:14.206590
141,6,20,2025-09-29 00:07:14.206598
142,6,21,2025-09-29 00:07:14.206601
143,6,22,2025-09-29 00:07:14.206603
144,6,23,2025-09-29 00:07:14.206605
145,7,0,2025-09-29 00:07:14.206634
146,7,1,2025-09-29 00:07:14.206636
147,7,2,2025-09-29 00:07:14.206638
148,7,3,2025-09-29 00:07:14.206640
149,7,4,2025-09-29 00:07:14.206642
150,7,5,2025-09-29 00:07:14.206645
151,7,6,2025-09-29 00:07:14.206647
152,7,7,2025-09-29 00:07:14.206649
153,7,8,2025-09-29 00:07:14.206650
154,7,9,2025-09-29 00:07:14.206652
155,7,10,2025-09-29 00:07:14.206654
156,7,11,2025-09-29 00:07:14.206656
157,7,12,2025-09-29 00:07:14.206658
158,7,13,2025-09-29 00:07:14.206660
159,7,14,2025-09-29 00:07:14.206662
160,7,15,2025-09-29 00:07:14.206664
161,7,16,2025-09-29 00:07:14.206666
162,7,17,2025-09-29 00:07:14.206668
163,7,18,2025-09-29 00:07:14.206669
164,7,19,2025-09-29 00:07:14.206671
165,7,20,2025-09-29 00:07:14.206673
166,7,21,2025-09-29 00:07:14.206675
167,7,22,2025-09-29 00:07:14.206677
168,7,23,2025-09-29 00:07:14.206679
169,8,0,2025-09-29 00:07:14.206700
170,8,1,2025-09-29 00:07:14.206702
171,8,2,2025-09-29 00:07:14.206704
172,8,3,2025-09-29 00:07:14.206706
173,8,4,2025-09-29 00:07:14.206708
174,8,5,2025-09-29 00:07:14.206710
175,8,6,2025-09-29 00:07:14.206712
176,8,7,2025-09-29 00:07:14.206714
177,8,8,2025-09-29 00:07:14.206716
178,8,9,2025-09-29 00:07:14.206718
179,8,10,2025-09-29 00:07:14.206720
180,8,11,2025-09-29 00:07:14.206722
181,8,12,2025-09-29 00:07:14.206723
182,8,13,2025-09-29 00:07:14.206726
183,8,14,2025-09-29 00:07:14.206728
184,8,15,2025-09-29 00:07:14.206730
185,8,16,2025-09-29 00:07:14.206733
186,8,17,2025-09-29 00:07:14.206735
187,8,18,2025-09-29 00:07:14.206737
188,8,19,2025-09-29 00:07:14.206740
189,8,20,2025-09-29 00:07:14.206742
190,8,21,2025-09-29 00:07:14.206745
191,8,22,2025-09-29 00:07:14.206747
192,8,23,2025-09-29 00:07:14.206749
193,9,0,2025-09-29 00:07:14.206771
194,9,1,2025-09-29 00:07:14.206774
195,9,2,2025-09-29 00:07:14.206776
196,9,3,2025-09-29 00:07:14.206777
197,9,4,2025-09-29 00:07:14.206779
198,9,5,2025-09-29 00:07:14.206781
199,9,6,2025-09-29 00:07:14.206783
200,9,7,2025-09-29 00:07:14.206785
201,9,8,2025-09-29 00:07:14.206787
202,9,9,2025-09-29 00:07:14.206789
203,9,10,2025-09-29 00:07:14.206791
204,9,11,2025-09-29 00:07:14.206793
205,9,12,2025-09-29 00:07:14.206795
206,9,13,2025-09-29 00:07:14.206797
207,9,14,2025-09-29 00:07:14.206799
208,9,15,2025-09-29 00:07:14.206800
209,9,16,2025-09-29 00:07:14.206802
210,9,17,2025-09-29 00:07:14.206804
211,9,18,2025-09-29 00:07:14.206806
212,9,19,2025-09-29 00:07:14.206808
213,9,20,2025-09-29 00:07:14.206810
214,9,21,2025-09-29 00:07:14.206812
215,9,22,2025-09-29 00:07:14.206813
216,9,23,2025-09-29 00:07:14.206815
217,10,0,2025-09-29 00:07:14.206935
218,10,1,2025-09-29 00:07:14.206937
219,10,2,2025-09-29 00:07:14.206940
220,10,3,2025-09-29 00:07:14.206943
221,10,4,2025-09-29 00:07:14.206946
222,10,5,2025-09-29 00:07:14.206948
223,10,6,2025-09-29 00:07:14.206951
224,10,7,2025-09-29 00:07:14.206954
225,10,8,2025-09-29 00:07:14.206957
226,10,9,2025-09-29 00:07:14.206959
227,10,10,2025-09-29 00:07:14.207122
228,10,11,2025-09-29 00:07:14.207134
229,10,12,2025-09-29 00:07:14.207138
230,10,13,2025-09-29 00:07:14.207141
231,10,14,2025-09-29 00:07:14.207144
232,10,15,2025-09-29 00:07:14.207147
233,10,16,2025-09-29 00:07:14.207150
234,10,17,2025-09-29 00:07:14.207153
235,10,18,2025-09-29 00:07:14.207156
236,10,19,2025-09-29 00:07:14.207159
237,10,20,2025-09-29 00:07:14.207161
238,10,21,2025-09-29 00:07:14.207164
239,10,22,2025-09-29 00:07:14.207166
240,10,23,2025-09-29 00:07:14.207168
241,11,0,2025-09-29 00:07:14.207211
242,11,1,2025-09-29 00:07:14.207213
243,11,2,2025-09-29 00:07:14.207215
244,11,3,2025-09-29 00:07:14.207218
245,11,4,2025-09-29 00:07:14.207221
246,11,5,2025-09-29 00:07:14.207223
247,11,6,2025-09-29 00:07:14.207227
248,11,7,2025-09-29 00:07:14.207230
249,11,8,2025-09-29 00:07:14.207233
250,11,9,2025-09-29 00:07:14.207235
251,11,10,2025-09-29 00:07:14.207238
252,11,11,2025-09-29 00:07:14.207241
253,11,12,2025-09-29 00:07:14.207243
254,11,13,2025-09-29 00:07:14.207245
255,11,14,2025-09-29 00:07:14.207248
256,11,15,2025-09-29 00:07:14.207250
257,11,16,2025-09-29 00:07:14.207286
258,11,17,2025-09-29 00:07:14.207291
259,11,18,2025-09-29 00:07:14.207293
260,11,19,2025-09-29 00:07:14.207295
261,11,20,2025-09-29 00:07:14.207297
262,11,21,2025-09-29 00:07:14.207299
263,11,22,2025-09-29 00:07:14.207301
264,11,23,2025-09-29 00:07:14.207303
265,12,0,2025-09-29 00:07:14.207346
266,12,1,2025-09-29 00:07:14.207348
267,12,2,2025-09-29 00:07:14.207350
268,12,3,2025-09-29 00:07:14.207353
269,12,4,2025-09-29 00:07:14.207355
270,12,5,2025-09-29 00:07:14.207357
271,12,6,2025-09-29 00:07:14.207359
272,12,7,2025-09-29 00:07:14.207361
273,12,8,2025-09-29 00:07:14.207363
274,12,9,2025-09-29 00:07:14.207365
275,12,10,2025-09-29 00:07:14.207367
276,12,11,2025-09-29 00:07:14.207369
277,12,12,2025-09-29 00:07:14.207371
278,12,13,2025-09-29 00:07:14.207373
279,12,14,2025-09-29 00:07:14.207375
280,12,15,2025-09-29 00:07:14.207377
281,12,16,2025-09-29 00:07:14.207379
282,12,17,2025-09-29 00:07:14.207381
283,12,18,2025-09-29 00:07:14.207383
284,12,19,2025-09-29 00:07:14.207385
285,12,20,2025-09-29 00:07:14.207387
286,12,21,2025-09-29 00:07:14.207388
287,12,22,2025-09-29 00:07:14.207390
288,12,23,2025-09-29 00:07:14.207393
289,13,0,2025-09-29 00:07:14.207430
290,13,1,2025-09-29 00:07:14.207433
291,13,2,2025-09-29 00:07:14.207436
292,13,3,2025-09-29 00:07:14.207439
293,13,4,2025-09-29 00:07:14.207441
294,13,5,2025-09-29 00:07:14.207443
295,13,6,2025-09-29 00:07:14.207445
296,13,7,2025-09-29 00:07:14.207447
297,13,8,2025-09-29 00:07:14.207449
298,13,9,2025-09-29 00:07:14.207451
299,13,10,2025-09-29 00:07:14.207453
300,13,11,2025-09-29 00:07:14.207455
301,13,12,2025-09-29 00:07:14.207457
302,13,13,2025-09-29 00:07:14.207459
303,13,14,2025-09-29 00:07:14.207461
304,13,15,2025-09-29 00:07:14.207463
305,13,16,2025-09-29 00:07:14.207465
306,13,17,2025-09-29 00:07:14.207467
307,13,18,2025-09-29 00:07:14.207469
308,13,19,2025-09-29 00:07:14.207470
309,13,20,2025-09-29 00:07:14.207472
310,13,21,2025-09-29 00:07:14.207475
311,13,22,2025-09-29 00:07:14.207477
312,13,23,2025-09-29 00:07:14.207478
313,14,0,2025-09-29 00:07:14.207499
314,14,1,2025-09-29 00:07:14.207501
315,14,2,2025-09-29 00:07:14.207503
316,14,3,2025-09-29 00:07:14.207505
317,14,4,2025-09-29 00:07:14.207507
318,14,5,2025-09-29 00:07:14.207509
319,14,6,2025-09-29 00:07:14.207511
320,14,7,2025-09-29 00:07:14.207513
321,14,8,2025-09-29 00:07:14.207515
322,14,9,2025-09-29 00:07:14.207517
323,14,10,2025-09-29 00:07:14.207519
324,14,11,2025-09-29 00:07:14.207521
325,14,12,2025-09-29 00:07:14.207523
326,14,13,2025-09-29 00:07:14.207524
327,14,14,2025-09-29 00:07:14.207526
328,14,15,2025-09-29 00:07:14.207528
329,14,16,2025-09-29 00:07:14.207530
330,14,17,2025-09-29 00:07:14.207532
331,14,18,2025-09-29 00:07:14.207534
332,14,19,2025-09-29 00:07:14.207535
333,14,20,2025-09-29 00:07:14.207537
334,14,21,2025-09-29 00:07:14.207539
335,14,22,2025-09-29 00:07:14.207541
336,14,23,2025-09-29 00:07:14.207543
337,15,0,2025-09-29 00:07:14.207562
338,15,1,2025-09-29 00:07:14.207564
339,15,2,2025-09-29 00:07:14.207566
340,15,3,2025-09-29 00:07:14.207574
341,15,4,2025-09-29 00:07:14.207576
342,15,5,2025-09-29 00:07:14.207577
343,15,6,2025-09-29 00:07:14.207759
344,15,7,2025-09-29 00:07:14.207766
345,15,8,2025-09-29 00:07:14.207769
346,15,9,2025-09-29 00:07:14.207772
347,15,10,2025-09-29 00:07:14.207775
348,15,11,2025-09-29 00:07:14.207778
349,15,12,2025-09-29 00:07:14.207781
350,15,13,2025-09-29 00:07:14.207783
351,15,14,2025-09-29 00:07:14.207786
352,15,15,2025-09-29 00:07:14.207789
353,15,16,2025-09-29 00:07:14.207791
354,15,17,2025-09-29 00:07:14.207795
355,15,18,2025-09-29 00:07:14.207798
356,15,19,2025-09-29 00:07:14.207800
357,15,20,2025-09-29 00:07:14.207803
358,15,21,2025-09-29 00:07:14.207806
359,15,22,2025-09-29 00:07:14.207808
360,15,23,2025-09-29 00:07:14.207810
361,16,0,2025-09-29 00:07:14.207846
362,16,1,2025-09-29 00:07:14.207849
363,16,2,2025-09-29 00:07:14.207853
364,16,3,2025-09-29 00:07:14.207855
365,16,4,2025-09-29 00:07:14.207857
366,16,5,2025-09-29 00:07:14.207859
367,16,6,2025-09-29 00:07:14.207861
368,16,7,2025-09-29 00:07:14.207863
369,16,8,2025-09-29 00:07:14.207865
370,16,9,2025-09-29 00:07:14.207867
371,16,10,2025-09-29 00:07:14.207869
372,16,11,2025-09-29 00:07:14.207871
373,16,12,2025-09-29 00:07:14.207873
374,16,13,2025-09-29 00:07:14.207875
375,16,14,2025-09-29 00:07:14.207877
376,16,15,2025-09-29 00:07:14.207879
377,16,16,2025-09-29 00:07:14.207881
378,16,17,2025-09-29 00:07:14.207882
379,16,18,2025-09-29 00:07:14.207884
380,16,19,2025-09-29 00:07:14.207886
381,16,20,2025-09-29 00:07:14.207888
382,16,21,2025-09-29 00:07:14.207890
383,16,22,2025-09-29 00:07:14.207892
384,16,23,2025-09-29 00:07:14.207894
385,17,0,2025-09-29 00:07:14.207922
386,17,1,2025-09-29 00:07:14.207924
387,17,2,2025-09-29 00:07:14.207926
388,17,3,2025-09-29 00:07:14.207928
389,17,4,2025-09-29 00:07:14.207931
390,17,5,2025-09-29 00:07:14.207934
391,17,6,2025-09-29 00:07:14.207936
392,17,7,2025-09-29 00:07:14.207939
393,17,8,2025-09-29 00:07:14.207984
394,17,9,2025-09-29 00:07:14.207988
395,17,10,2025-09-29 00:07:14.207991
396,17,11,2025-09-29 00:07:14.207994
397,17,12,2025-09-29 00:07:14.207996
398,17,13,2025-09-29 00:07:14.207998
399,17,14,2025-09-29 00:07:14.208000
400,17,15,2025-09-29 00:07:14.208002
401,17,16,2025-09-29 00:07:14.208005
402,17,17,2025-09-29 00:07:14.208008
403,17,18,2025-09-29 00:07:14.208010
404,17,19,2025-09-29 00:07:14.208012
405,17,20,2025-09-29 00:07:14.208014
406,17,21,2025-09-29 00:07:14.208017
407,17,22,2025-09-29 00:07:14.208019
408,17,23,2025-09-29 00:07:14.208021
409,18,0,2025-09-29 00:07:14.208055
410,18,1,2025-09-29 00:07:14.208057
411,18,2,2025-09-29 00:07:14.208060
412,18,3,2025-09-29 00:07:14.208062
413,18,4,2025-09-29 00:07:14.208064
414,18,5,2025-09-29 00:07:14.208066
415,18,6,2025-09-29 00:07:14.208068
416,18,7,2025-09-29 00:07:14.208071
417,18,8,2025-09-29 00:07:14.208073
418,18,9,2025-09-29 00:07:14.208076
419,18,10,2025-09-29 00:07:14.208079
420,18,11,2025-09-29 00:07:14.208082
421,18,12,2025-09-29 00:07:14.208084
422,18,13,2025-09-29 00:07:14.208087
423,18,14,2025-09-29 00:07:14.208089
424,18,15,2025-09-29 00:07:14.208092
425,18,16,2025-09-29 00:07:14.208095
426,18,17,2025-09-29 00:07:14.208097
427,18,18,2025-09-29 00:07:14.208100
428,18,19,2025-09-29 00:07:14.208103
429,18,20,2025-09-29 00:07:14.208105
430,18,21,2025-09-29 00:07:14.208108
431,18,22,2025-09-29 00:07:14.208110
432,18,23,2025-09-29 00:07:14.208114
433,19,0,2025-09-29 00:07:14.208139
434,19,1,2025-09-29 00:07:14.208141
435,19,2,2025-09-29 00:07:14.208143
436,19,3,2025-09-29 00:07:14.208146
437,19,4,2025-09-29 00:07:14.208148
438,19,5,2025-09-29 00:07:14.208150
439,19,6,2025-09-29 00:07:14.208152
440,19,7,2025-09-29 00:07:14.208155
441,19,8,2025-09-29 00:07:14.208157
442,19,9,2025-09-29 00:07:14.208159
443,19,10,2025-09-29 00:07:14.208161
444,19,11,2025-09-29 00:07:14.208163
445,19,12,2025-09-29 00:07:14.208165
446,19,13,2025-09-29 00:07:14.208167
447,19,14,2025-09-29 00:07:14.208169
448,19,15,2025-09-29 00:07:14.208171
449,19,16,2025-09-29 00:07:14.208173
450,19,17,2025-09-29 00:07:14.208175
451,19,18,2025-09-29 00:07:14.208177
452,19,19,2025-09-29 00:07:14.208179
453,19,20,2025-09-29 00:07:14.208181
454,19,21,2025-09-29 00:07:14.208183
455,19,22,2025-09-29 00:07:14.208185
456,19,23,2025-09-29 00:07:14.208187
457,20,0,2025-09-29 00:07:14.208205
458,20,1,2025-09-29 00:07:14.208208
459,20,2,2025-09-29 00:07:14.208358
460,20,3,2025-09-29 00:07:14.208365
461,20,4,2025-09-29 00:07:14.208368
462,20,5,2025-09-29 00:07:14.208371
463,20,6,2025-09-29 00:07:14.208374
464,20,7,2025-09-29 00:07:14.208377
465,20,8,2025-09-29 00:07:14.208380
466,20,9,2025-09-29 00:07:14.208382
467,20,10,2025-09-29 00:07:14.208385
468,20,11,2025-09-29 00:07:14.208388
469,20,12,2025-09-29 00:07:14.208390
470,20,13,2025-09-29 00:07:14.208393
471,20,14,2025-09-29 00:07:14.208396
472,20,15,2025-09-29 00:07:14.208398
473,20,16,2025-09-29 00:07:14.208401
474,20,17,2025-09-29 00:07:14.208404
475,20,18,2025-09-29 00:07:14.208406
476,20,19,2025-09-29 00:07:14.208408
477,20,20,2025-09-29 00:07:14.208410
478,20,21,2025-09-29 00:07:14.208412
479,20,22,2025-09-29 00:07:14.208414
480,20,23,2025-09-29 00:07:14.208415
481,21,0,2025-09-29 00:07:14.208438
482,21,1,2025-09-29 00:07:14.208440
483,21,2,2025-09-29 00:07:14.208442
484,21,3,2025-09-29 00:07:14.208444
485,21,4,2025-09-29 00:07:14.208446
486,21,5,2025-09-29 00:07:14.208448
487,21,6,2025-09-29 00:07:14.208450
488,21,7,2025-09-29 00:07:14.208452
489,21,8,2025-09-29 00:07:14.208454
490,21,9,2025-09-29 00:07:14.208456
491,21,10,2025-09-29 00:07:14.208458
492,21,11,2025-09-29 00:07:14.208459
493,21,12,2025-09-29 00:07:14.208461
494,21,13,2025-09-29 00:07:14.208463
495,21,14,2025-09-29 00:07:14.208465
496,21,15,2025-09-29 00:07:14.208467
497,21,16,2025-09-29 00:07:14.208469
498,21,17,2025-09-29 00:07:14.208471
499,21,18,2025-09-29 00:07:14.208473
500,21,19,2025-09-29 00:07:14.208475
501,21,20,2025-09-29 00:07:14.208477
502,21,21,2025-09-29 00:07:14.208479
503,21,22,2025-09-29 00:07:14.208481
504,21,23,2025-09-29 00:07:14.208484
505,22,0,2025-09-29 00:07:14.208505
506,22,1,2025-09-29 00:07:14.208507
507,22,2,2025-09-29 00:07:14.208509
508,22,3,2025-09-29 00:07:14.208511
509,22,4,2025-09-29 00:07:14.208513
510,22,5,2025-09-29 00:07:14.208515
511,22,6,2025-09-29 00:07:14.208517
512,22,7,2025-09-29 00:07:14.208519
513,22,8,2025-09-29 00:07:14.208523
514,22,9,2025-09-29 00:07:14.208525
515,22,10,2025-09-29 00:07:14.208527
516,22,11,2025-09-29 00:07:14.208529
517,22,12,2025-09-29 00:07:14.208531
518,22,13,2025-09-29 00:07:14.208533
519,22,14,2025-09-29 00:07:14.208535
520,22,15,2025-09-29 00:07:14.208537
521,22,16,2025-09-29 00:07:14.208539
522,22,17,2025-09-29 00:07:14.208541
523,22,18,2025-09-29 00:07:14.208543
524,22,19,2025-09-29 00:07:14.208545
525,22,20,2025-09-29 00:07:14.208546
526,22,21,2025-09-29 00:07:14.208548
527,22,22,2025-09-29 00:07:14.208550
528,22,23,2025-09-29 00:07:14.208552
529,23,0,2025-09-29 00:07:14.208571
530,23,1,2025-09-29 00:07:14.208573
531,23,2,2025-09-29 00:07:14.208575
532,23,3,2025-09-29 00:07:14.208577
533,23,4,2025-09-29 00:07:14.208579
534,23,5,2025-09-29 00:07:14.208581
535,23,6,2025-09-29 00:07:14.208583
536,23,7,2025-09-29 00:07:14.208585
537,23,8,2025-09-29 00:07:14.208588
538,23,9,2025-09-29 00:07:14.208590
539,23,10,2025-09-29 00:07:14.208592
540,23,11,2025-09-29 00:07:14.208594
541,23,12,2025-09-29 00:07:14.208596
542,23,13,2025-09-29 00:07:14.208598
543,23,14,2025-09-29 00:07:14.208600
544,23,15,2025-09-29 00:07:14.208602
545,23,16,2025-09-29 00:07:14.208604
546,23,17,2025-09-29 00:07:14.208606
547,23,18,2025-09-29 00:07:14.208608
548,23,19,2025-09-29 00:07:14.208609
549,23,20,2025-09-29 00:07:14.208611
550,23,21,2025-09-29 00:07:14.208613
551,23,22,2025-09-29 00:07:14.208615
552,23,23,2025-09-29 00:07:14.208617
553,24,0,2025-09-29 00:07:14.208635
554,24,1,2025-09-29 00:07:14.208637
555,24,2,2025-09-29 00:07:14.208639
556,24,3,2025-09-29 00:07:14.208641
557,24,4,2025-09-29 00:07:14.208643
558,24,5,2025-09-29 00:07:14.208645
559,24,6,2025-09-29 00:07:14.208647
560,24,7,2025-09-29 00:07:14.208648
561,24,8,2025-09-29 00:07:14.208654
562,24,9,2025-09-29 00:07:14.208656
563,24,10,2025-09-29 00:07:14.208658
564,24,11,2025-09-29 00:07:14.208660
565,24,12,2025-09-29 00:07:14.208662
566,24,13,2025-09-29 00:07:14.208664
567,24,14,2025-09-29 00:07:14.208666
568,24,15,2025-09-29 00:07:14.208668
569,24,16,2025-09-29 00:07:14.208670
570,24,17,2025-09-29 00:07:14.208672
571,24,18,2025-09-29 00:07:14.208674
572,24,19,2025-09-29 00:07:14.208675
573,24,20,2025-09-29 00:07:14.208677
574,24,21,2025-09-29 00:07:14.208679
575,24,22,2025-09-29 00:07:14.208833
576,24,23,2025-09-29 00:07:14.208838
577,25,0,2025-09-29 00:07:14.208861
578,25,1,2025-09-29 00:07:14.208864
579,25,2,2025-09-29 00:07:14.208866
580,25,3,2025-09-29 00:07:14.208868
581,25,4,2025-09-29 00:07:14.208871
582,25,5,2025-09-29 00:07:14.208873
583,25,6,2025-09-29 00:07:14.208875
584,25,7,2025-09-29 00:07:14.208877
585,25,8,2025-09-29 00:07:14.208879
586,25,9,2025-09-29 00:07:14.208881
587,25,10,2025-09-29 00:07:14.208883
588,25,11,2025-09-29 00:07:14.208886
589,25,12,2025-09-29 00:07:14.208888
590,25,13,2025-09-29 00:07:14.208890
591,25,14,2025-09-29 00:07:14.208892
592,25,15,2025-09-29 00:07:14.208894
593,25,16,2025-09-29 00:07:14.208896
594,25,17,2025-09-29 00:07:14.208903
595,25,18,2025-09-29 00:07:14.208905
596,25,19,2025-09-29 00:07:14.208907
597,25,20,2025-09-29 00:07:14.208909
598,25,21,2025-09-29 00:07:14.208911
599,25,22,2025-09-29 00:07:14.208913
600,25,23,2025-09-29 00:07:14.208915
601,26,0,2025-09-29 00:07:14.208937
602,26,1,2025-09-29 00:07:14.208940
603,26,2,2025-09-29 00:07:14.208943
604,26,3,2025-09-29 00:07:14.208945
605,26,4,2025-09-29 00:07:14.208948
606,26,5,2025-09-29 00:07:14.208951
607,26,6,2025-09-29 00:07:14.208954
608,26,7,2025-09-29 00:07:14.208956
609,26,8,2025-09-29 00:07:14.208959
610,26,9,2025-09-29 00:07:14.208961
611,26,10,2025-09-29 00:07:14.208964
612,26,11,2025-09-29 00:07:14.208967
613,26,12,2025-09-29 00:07:14.208969
614,26,13,2025-09-29 00:07:14.208972
615,26,14,2025-09-29 00:07:14.208974
616,26,15,2025-09-29 00:07:14.208977
617,26,16,2025-09-29 00:07:14.208980
618,26,17,2025-09-29 00:07:14.208983
619,26,18,2025-09-29 00:07:14.208985
620,26,19,2025-09-29 00:07:14.208987
621,26,20,2025-09-29 00:07:14.208989
622,26,21,2025-09-29 00:07:14.208991
623,26,22,2025-09-29 00:07:14.208993
624,26,23,2025-09-29 00:07:14.208996
625,27,0,2025-09-29 00:07:14.209018
626,27,1,2025-09-29 00:07:14.209021
627,27,2,2025-09-29 00:07:14.209023
628,27,3,2025-09-29 00:07:14.209025
629,27,4,2025-09-29 00:07:14.209028
630,27,5,2025-09-29 00:07:14.209030
631,27,6,2025-09-29 00:07:14.209032
632,27,7,2025-09-29 00:07:14.209034
633,27,8,2025-09-29 00:07:14.209036
634,27,9,2025-09-29 00:07:14.209041
635,27,10,2025-09-29 00:07:14.209043
